"Pathway","Mouse_majorSC","Mouse_aggSC","Human_JCI_SC","Human_JCI_Bulk","n_datasets"
"regulation of L-arginine import across plasma membrane",0,0,0,1,1
"cellular response to reactive oxygen species",0,0,0,1,1
"developmental process involved in reproduction",0,0,0,1,1
"endocrine process",0,0,0,1,1
"peptidyl-serine modification",0,0,0,1,1
"regulation of fatty acid transport",0,0,0,1,1
"T cell selection",0,0,0,1,1
"positive regulation of myeloid leukocyte mediated immunity",0,0,0,1,1
"respiratory burst",0,0,0,1,1
"mechanosensory behavior",0,0,0,1,1
"toll-like receptor 2 signaling pathway",0,0,0,1,1
"regulation of MHC class II biosynthetic process",0,0,0,1,1
"cellular response to insulin stimulus",0,0,0,1,1
"response to amine",0,0,0,1,1
"amino acid import across plasma membrane",0,0,0,1,1
"regulation of alpha-beta T cell proliferation",0,0,0,1,1
"regulation of steroid metabolic process",0,0,0,1,1
"astrocyte activation",0,0,0,1,1
"regulation of myoblast fusion",0,0,0,1,1
"rhythmic process",0,0,0,1,1
"antigen processing and presentation",0,0,0,1,1
"reproductive structure development",0,0,0,1,1
"amine transport",0,0,0,1,1
"positive regulation of T cell mediated immunity",0,0,0,1,1
"negative regulation of gene expression",0,0,0,1,1
"neuromuscular process",0,0,0,1,1
"cellular response to heat",0,0,0,1,1
"cellular response to virus",0,0,0,1,1
"positive regulation of macrophage activation",0,0,0,1,1
"negative regulation of T cell apoptotic process",0,0,0,1,1
"homeostasis of number of cells",0,0,0,1,1
"protein homooligomerization",0,0,0,1,1
"positive regulation of interleukin-8 production",0,0,0,1,1
"negative regulation of reproductive process",0,0,0,1,1
"negative regulation of cell cycle",0,0,0,1,1
"positive regulation of protein modification by small protein conjugation or removal",0,0,0,1,1
"release of cytochrome c from mitochondria",0,0,0,1,1
"heart contraction",0,0,0,1,1
"positive regulation of T-helper 1 type immune response",0,0,0,1,1
"neutrophil degranulation",0,0,0,1,1
"positive regulation of myoblast fusion",0,0,0,1,1
"positive regulation of post-translational protein modification",0,0,0,1,1
"mast cell degranulation",0,0,0,1,1
"regulation of amino acid transport",0,0,0,1,1
"neutrophil activation involved in immune response",0,0,0,1,1
"positive regulation of humoral immune response",0,0,0,1,1
"negative regulation of receptor signaling pathway via STAT",0,0,0,1,1
"natural killer cell degranulation",0,0,0,1,1
"cell-cell adhesion involved in gastrulation",0,0,0,1,1
"T-helper 17 cell differentiation",0,0,0,1,1
"positive regulation of complement activation",0,0,0,1,1
"macrophage inflammatory protein-1 alpha production",0,0,0,1,1
"regulation of macrophage inflammatory protein 1 alpha production",0,0,0,1,1
"regulation of intrinsic apoptotic signaling pathway in response to osmotic stress",0,0,0,1,1
"reproductive system development",0,0,0,1,1
"G1/S transition of mitotic cell cycle",0,0,0,1,1
"negative regulation of response to biotic stimulus",0,0,0,1,1
"positive T cell selection",0,0,0,1,1
"organic acid transmembrane transport",0,0,0,1,1
"interferon-alpha production",0,0,0,1,1
"regulation of interferon-alpha production",0,0,0,1,1
"inflammatory response to wounding",0,0,0,1,1
"negative regulation of catabolic process",0,0,0,1,1
"amino acid transport",0,0,0,1,1
"brown fat cell differentiation",0,0,0,1,1
"response to fatty acid",0,0,0,1,1
"camera-type eye development",0,0,0,1,1
"response to xenobiotic stimulus",0,0,0,1,1
"cellular component biogenesis",0,0,0,1,1
"regulation of synapse assembly",0,0,0,1,1
"response to cAMP",0,0,0,1,1
"chronic inflammatory response",0,0,0,1,1
"positive regulation of interleukin-4 production",0,0,0,1,1
"positive regulation of syncytium formation by plasma membrane fusion",0,0,0,1,1
"positive regulation of cytokine production involved in inflammatory response",0,0,0,1,1
"mast cell mediated immunity",0,0,0,1,1
"response to interleukin-18",0,0,0,1,1
"T cell apoptotic process",0,0,0,1,1
"glucose homeostasis",0,0,0,1,1
"negative regulation of interleukin-6 production",0,0,0,1,1
"xenobiotic transport",0,0,0,1,1
"carbohydrate homeostasis",0,0,0,1,1
"apoptotic mitochondrial changes",0,0,0,1,1
"bone resorption",0,0,0,1,1
"steroid metabolic process",0,0,0,1,1
"cell surface receptor signaling pathway via JAK-STAT",0,0,0,1,1
"signal transduction by p53 class mediator",0,0,0,1,1
"positive regulation of protein phosphorylation",0,0,0,1,1
"positive regulation of JNK cascade",0,0,0,1,1
"negative regulation of muscle adaptation",0,0,0,1,1
"positive regulation of MHC class II biosynthetic process",0,0,0,1,1
"amino sugar biosynthetic process",0,0,0,1,1
"negative regulation of wound healing",0,0,0,1,1
"regulation of miRNA metabolic process",0,0,0,1,1
"detection of abiotic stimulus",0,0,0,1,1
"regulation of receptor signaling pathway via STAT",0,0,0,1,1
"regulation of heart contraction",0,0,0,1,1
"endothelial cell differentiation",0,0,0,1,1
"glucose metabolic process",0,0,0,1,1
"regulation of cytoplasmic pattern recognition receptor signaling pathway",0,0,0,1,1
"negative regulation of leukocyte migration",0,0,0,1,1
"acute-phase response",0,0,0,1,1
"icosanoid secretion",0,0,0,1,1
"regulation of erythrocyte differentiation",0,0,0,1,1
"negative regulation of alpha-beta T cell activation",0,0,0,1,1
"regulation of reactive oxygen species biosynthetic process",0,0,0,1,1
"detection of external stimulus",0,0,0,1,1
"negative regulation of protein transport",0,0,0,1,1
"intrinsic apoptotic signaling pathway in response to DNA damage",0,0,0,1,1
"heart process",0,0,0,1,1
"regulation of mitotic cell cycle phase transition",0,0,0,1,1
"regulation of vasoconstriction",0,0,0,1,1
"negative regulation of canonical NF-kappaB signal transduction",0,0,0,1,1
"female pregnancy",0,0,0,1,1
"phagocytosis, recognition",0,0,0,1,1
"sodium ion homeostasis",0,0,0,1,1
"positive regulation of organelle organization",0,0,0,1,1
"negative regulation of lymphocyte mediated immunity",0,0,0,1,1
"regulation of striated muscle cell apoptotic process",0,0,0,1,1
"reactive oxygen species biosynthetic process",0,0,0,1,1
"mast cell activation involved in immune response",0,0,0,1,1
"response to yeast",0,0,0,1,1
"regulation of amino acid import across plasma membrane",0,0,0,1,1
"negative regulation of collagen biosynthetic process",0,0,0,1,1
"vascular wound healing",0,0,0,1,1
"detection of other organism",0,0,0,1,1
"regulation of amino acid transmembrane transport",0,0,0,1,1
"cellular response to hydrogen peroxide",0,0,0,1,1
"T-helper 1 cell cytokine production",0,0,0,1,1
"regulation of killing of cells of another organism",0,0,0,1,1
"L-arginine import across plasma membrane",0,0,0,1,1
"regulation of defense response to fungus",0,0,0,1,1
"regulation of T-helper 1 cell cytokine production",0,0,0,1,1
"positive regulation of T-helper 1 cell cytokine production",0,0,0,1,1
"positive regulation of protein secretion",0,0,0,1,1
"positive regulation of protein ubiquitination",0,0,0,1,1
"negative regulation of extrinsic apoptotic signaling pathway",0,0,0,1,1
"positive regulation of vasoconstriction",0,0,0,1,1
"cholesterol metabolic process",0,0,0,1,1
"negative regulation of endocytosis",0,0,0,1,1
"mature B cell differentiation involved in immune response",0,0,0,1,1
"platelet aggregation",0,0,0,1,1
"negative regulation of protein kinase activity",0,0,0,1,1
"response to interleukin-6",0,0,0,1,1
"secondary alcohol metabolic process",0,0,0,1,1
"positive regulation of interferon-alpha production",0,0,0,1,1
"positive regulation of interleukin-17 production",0,0,0,1,1
"positive regulation of sprouting angiogenesis",0,0,0,1,1
"B cell differentiation",0,0,0,1,1
"anatomical structure maturation",0,0,0,1,1
"cellular response to type II interferon",0,0,0,1,1
"fever generation",0,0,0,1,1
"regulation of T-helper 2 cell differentiation",0,0,0,1,1
"regulation of fibrinolysis",0,0,0,1,1
"neutrophil-mediated killing of bacterium",0,0,0,1,1
"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",0,0,0,1,1
"positive regulation of protein transport",0,0,0,1,1
"muscle contraction",0,0,0,1,1
"ovarian cumulus expansion",0,0,0,1,1
"glossopharyngeal nerve development",0,0,0,1,1
"glossopharyngeal nerve morphogenesis",0,0,0,1,1
"detection of bacterial lipoprotein",0,0,0,1,1
"hypotonic salinity response",0,0,0,1,1
"cytotoxic T cell degranulation",0,0,0,1,1
"negative regulation of JUN kinase activity",0,0,0,1,1
"positive regulation of neutrophil mediated killing of symbiont cell",0,0,0,1,1
"cellular hypotonic salinity response",0,0,0,1,1
"negative regulation of skeletal muscle satellite cell proliferation",0,0,0,1,1
"striated muscle cell differentiation",0,0,0,1,1
"negative regulation of leukocyte mediated immunity",0,0,0,1,1
"proximal/distal pattern formation",0,0,0,1,1
"peptidyl-serine phosphorylation",0,0,0,1,1
"negative regulation of collagen metabolic process",0,0,0,1,1
"negative regulation of receptor signaling pathway via JAK-STAT",0,0,0,1,1
"positive regulation of protein polyubiquitination",0,0,0,1,1
"nucleocytoplasmic transport",0,0,0,1,1
"nuclear transport",0,0,0,1,1
"negative regulation of innate immune response",0,0,0,1,1
"striated muscle contraction",0,0,0,1,1
"monocarboxylic acid biosynthetic process",0,0,0,1,1
"negative regulation of G protein-coupled receptor signaling pathway",0,0,0,1,1
"leukocyte homeostasis",0,0,0,1,1
"regulation of cell shape",0,0,0,1,1
"response to light stimulus",0,0,0,1,1
"low-density lipoprotein particle clearance",0,0,0,1,1
"GTP metabolic process",0,0,0,1,1
"regulation of platelet aggregation",0,0,0,1,1
"cell cycle G1/S phase transition",0,0,0,1,1
"regulation of muscle organ development",0,0,0,1,1
"ovulation cycle",0,0,0,1,1
"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0,0,0,1,1
"positive regulation of hormone secretion",0,0,0,1,1
"acylglycerol metabolic process",0,0,0,1,1
"monosaccharide metabolic process",0,0,0,1,1
"cellular response to metal ion",0,0,0,1,1
"lymphocyte migration",0,0,0,1,1
"regulation of miRNA transcription",0,0,0,1,1
"protein localization to organelle",0,0,0,1,1
"positive regulation of muscle cell apoptotic process",0,0,0,1,1
"regulation of toll-like receptor signaling pathway",0,0,0,1,1
"negative regulation of protein secretion",0,0,0,1,1
"insulin receptor signaling pathway",0,0,0,1,1
"dicarboxylic acid transport",0,0,0,1,1
"regulation of antigen receptor-mediated signaling pathway",0,0,0,1,1
"positive regulation of alpha-beta T cell differentiation",0,0,0,1,1
"neutral lipid metabolic process",0,0,0,1,1
"endocrine hormone secretion",0,0,0,1,1
"smooth muscle cell migration",0,0,0,1,1
"sprouting angiogenesis",0,0,0,1,1
"hypotonic response",0,0,0,1,1
"negative regulation of interleukin-8 production",0,0,0,1,1
"positive regulation of interleukin-13 production",0,0,0,1,1
"interleukin-18-mediated signaling pathway",0,0,0,1,1
"hemoglobin biosynthetic process",0,0,0,1,1
"vascular associated smooth muscle cell apoptotic process",0,0,0,1,1
"regulation of vascular associated smooth muscle cell apoptotic process",0,0,0,1,1
"intrinsic apoptotic signaling pathway in response to osmotic stress",0,0,0,1,1
"ERBB2-EGFR signaling pathway",0,0,0,1,1
"cellular response to peptidoglycan",0,0,0,1,1
"regulation of interleukin-1-mediated signaling pathway",0,0,0,1,1
"regulation of MAP kinase activity",0,0,0,1,1
"embryo implantation",0,0,0,1,1
"regulation of receptor signaling pathway via JAK-STAT",0,0,0,1,1
"negative regulation of kinase activity",0,0,0,1,1
"multi-multicellular organism process",0,0,0,1,1
"hexose metabolic process",0,0,0,1,1
"biological process involved in symbiotic interaction",0,0,0,1,1
"positive regulation of collagen biosynthetic process",0,0,0,1,1
"regulation of T-helper 17 type immune response",0,0,0,1,1
"myotube differentiation",0,0,0,1,1
"negative regulation of T cell activation",0,0,0,1,1
"cell fate specification",0,0,0,1,1
"striated muscle cell apoptotic process",0,0,0,1,1
"positive regulation of peptide hormone secretion",0,0,0,1,1
"regulation of G2/M transition of mitotic cell cycle",0,0,0,1,1
"sterol metabolic process",0,0,0,1,1
"ribosomal large subunit biogenesis",0,0,0,1,1
"positive regulation of regulated secretory pathway",0,0,0,1,1
"tissue homeostasis",0,0,0,1,1
"anatomical structure homeostasis",0,0,0,1,1
"stress-activated protein kinase signaling cascade",0,0,0,1,1
"regulation of fatty acid biosynthetic process",0,0,0,1,1
"negative regulation of natural killer cell mediated immunity",0,0,0,1,1
"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",0,0,0,1,1
"ketone metabolic process",0,0,0,1,1
"positive regulation of osteoblast differentiation",0,0,0,1,1
"miRNA transcription",0,0,0,1,1
"extrinsic apoptotic signaling pathway in absence of ligand",0,0,0,1,1
"regulation of osteoclast differentiation",0,0,0,1,1
"regulation of antigen processing and presentation",0,0,0,1,1
"maintenance of blood-brain barrier",0,0,0,1,1
"regulation of meiotic nuclear division",0,0,0,1,1
"cellular response to interleukin-6",0,0,0,1,1
"ear development",0,0,0,1,1
"mitotic nuclear division",0,0,0,1,1
"regulation of ketone metabolic process",0,0,0,1,1
"platelet-derived growth factor receptor signaling pathway",0,0,0,1,1
"regulation of muscle contraction",0,0,0,1,1
"odontogenesis",0,0,0,1,1
"natural killer cell activation",0,0,0,1,1
"cellular response to interleukin-18",0,0,0,1,1
"regulation of rRNA processing",0,0,0,1,1
"mammary gland epithelium development",0,0,0,1,1
"killing of cells of another organism",0,0,0,1,1
"nephron epithelium development",0,0,0,1,1
"disruption of cell in another organism",0,0,0,1,1
"regulation of cell cycle G2/M phase transition",0,0,0,1,1
"myotube cell development",0,0,0,1,1
"regulation of hormone metabolic process",0,0,0,1,1
"regulation of epidermal cell differentiation",0,0,0,1,1
"myeloid leukocyte cytokine production",0,0,0,1,1
"regulation of cholesterol metabolic process",0,0,0,1,1
"regulation of G protein-coupled receptor signaling pathway",0,0,0,1,1
"gonad development",0,0,0,1,1
"decidualization",0,0,0,1,1
"regulation of protein polyubiquitination",0,0,0,1,1
"regulation of homotypic cell-cell adhesion",0,0,0,1,1
"regulation of neuroinflammatory response",0,0,0,1,1
"negative regulation of cytokine production involved in inflammatory response",0,0,0,1,1
"negative regulation of CD4-positive, alpha-beta T cell activation",0,0,0,1,1
"carboxylic acid transmembrane transport",0,0,0,1,1
"vacuolar localization",0,0,0,1,1
"response to chemokine",0,0,0,1,1
"cellular response to chemokine",0,0,0,1,1
"signal transduction in absence of ligand",0,0,0,1,1
"cell surface toll-like receptor signaling pathway",0,0,0,1,1
"calcium ion transmembrane transport",0,0,0,1,1
"positive regulation of small molecule metabolic process",0,0,0,1,1
"steroid biosynthetic process",0,0,0,1,1
"response to ionizing radiation",0,0,0,1,1
"UDP-N-acetylglucosamine biosynthetic process",0,0,0,1,1
"negative regulation of fibrinolysis",0,0,0,1,1
"nucleotide-binding oligomerization domain containing 1 signaling pathway",0,0,0,1,1
"positive regulation of rRNA processing",0,0,0,1,1
"cellular response to nerve growth factor stimulus",0,0,0,1,1
"sex differentiation",0,0,0,1,1
"positive regulation of endothelial cell apoptotic process",0,0,0,1,1
"regulation of T cell receptor signaling pathway",0,0,0,1,1
"regulation of calcium ion transport",0,0,0,1,1
"positive regulation of extracellular matrix constituent secretion",0,0,0,1,1
"negative regulation of skeletal muscle cell proliferation",0,0,0,1,1
"negative regulation of icosanoid secretion",0,0,0,1,1
"regulation of MyD88-dependent toll-like receptor signaling pathway",0,0,0,1,1
"granulocyte colony-stimulating factor signaling pathway",0,0,0,1,1
"recognition of apoptotic cell",0,0,0,1,1
"positive regulation of MHC class I biosynthetic process",0,0,0,1,1
"positive regulation of killing of cells of another organism",0,0,0,1,1
"regulation of cell differentiation involved in embryonic placenta development",0,0,0,1,1
"cardiac fibroblast cell differentiation",0,0,0,1,1
"cardiac fibroblast cell development",0,0,0,1,1
"negative regulation of vascular wound healing",0,0,0,1,1
"neutrophil-mediated killing of fungus",0,0,0,1,1
"cellular response to corticotropin-releasing hormone stimulus",0,0,0,1,1
"folate transmembrane transport",0,0,0,1,1
"regulation of leukocyte adhesion to arterial endothelial cell",0,0,0,1,1
"positive regulation of type I interferon production",0,0,0,1,1
"cellular response to starvation",0,0,0,1,1
"positive regulation of collagen metabolic process",0,0,0,1,1
"positive regulation of myeloid leukocyte cytokine production involved in immune response",0,0,0,1,1
"development of primary sexual characteristics",0,0,0,1,1
"blastocyst formation",0,0,0,1,1
"regulation of endocrine process",0,0,0,1,1
"biological process involved in interaction with symbiont",0,0,0,1,1
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0,0,0,1,1
"triglyceride catabolic process",0,0,0,1,1
"interleukin-4 production",0,0,0,1,1
"regulation of interleukin-4 production",0,0,0,1,1
"positive regulation of glial cell proliferation",0,0,0,1,1
"muscle organ morphogenesis",0,0,0,1,1
"response to manganese ion",0,0,0,1,1
"actin filament polymerization",0,0,0,1,1
"inner ear development",0,0,0,1,1
"response to starvation",0,0,0,1,1
"positive regulation of stress-activated MAPK cascade",0,0,0,1,1
"negative regulation of T-helper cell differentiation",0,0,0,1,1
"positive regulation of stress-activated protein kinase signaling cascade",0,0,0,1,1
"positive regulation of morphogenesis of an epithelium",0,0,0,1,1
"carboxylic acid biosynthetic process",0,0,0,1,1
"actin polymerization or depolymerization",0,0,0,1,1
"negative regulation of alpha-beta T cell differentiation",0,0,0,1,1
"smooth muscle tissue development",0,0,0,1,1
"protein catabolic process",0,0,0,1,1
"embryonic skeletal system morphogenesis",0,0,0,1,1
"regulation of fatty acid metabolic process",0,0,0,1,1
"response to nerve growth factor",0,0,0,1,1
"calcium ion homeostasis",0,0,0,1,1
"negative regulation of catalytic activity",0,0,0,1,1
"G2/M transition of mitotic cell cycle",0,0,0,1,1
"neuromuscular process controlling balance",0,0,0,1,1
"positive regulation of DNA-binding transcription factor activity",0,0,0,1,1
"positive regulation of intrinsic apoptotic signaling pathway",0,0,0,1,1
"negative regulation of MAP kinase activity",0,0,0,1,1
"learned vocalization behavior or vocal learning",0,0,0,1,1
"regulation of odontoblast differentiation",0,0,0,1,1
"response to mineralocorticoid",0,0,0,1,1
"cellular response to amyloid-beta",0,0,0,1,1
"skeletal muscle tissue regeneration",0,0,0,1,1
"detection of mechanical stimulus involved in sensory perception",0,0,0,1,1
"blood vessel endothelial cell migration",0,0,0,1,1
"lymphocyte homeostasis",0,0,0,1,1
"positive regulation of type 2 immune response",0,0,0,1,1
"positive regulation of macrophage derived foam cell differentiation",0,0,0,1,1
"detection of bacterium",0,0,0,1,1
"regulation of CD8-positive, alpha-beta T cell activation",0,0,0,1,1
"neurotransmitter transport",0,0,0,1,1
"regulation of mitotic nuclear division",0,0,0,1,1
"modulation of process of another organism",0,0,0,1,1
"organ induction",0,0,0,1,1
"ovulation",0,0,0,1,1
"regulation of icosanoid secretion",0,0,0,1,1
"negative regulation of interleukin-2 production",0,0,0,1,1
"type II interferon-mediated signaling pathway",0,0,0,1,1
"regulation of CD4-positive, alpha-beta T cell proliferation",0,0,0,1,1
"nuclear division",0,0,0,1,1
"miRNA metabolic process",0,0,0,1,1
"positive regulation of exocytosis",0,0,0,1,1
"epidermal cell differentiation",0,0,0,1,1
"regulation of type I interferon production",0,0,0,1,1
"type I interferon production",0,0,0,1,1
"negative regulation of mitotic cell cycle",0,0,0,1,1
"renal system process involved in regulation of systemic arterial blood pressure",0,0,0,1,1
"positive regulation of leukocyte degranulation",0,0,0,1,1
"positive regulation of cell growth",0,0,0,1,1
"embryonic skeletal system development",0,0,0,1,1
"bone development",0,0,0,1,1
"icosanoid biosynthetic process",0,0,0,1,1
"regulation of meiotic cell cycle",0,0,0,1,1
"lipid export from cell",0,0,0,1,1
"vasodilation",0,0,0,1,1
"response to dsRNA",0,0,0,1,1
"animal organ formation",0,0,0,1,1
"organic acid biosynthetic process",0,0,0,1,1
"B cell activation involved in immune response",0,0,0,1,1
"bone remodeling",0,0,0,1,1
"regulation of postsynapse organization",0,0,0,1,1
"regulation of humoral immune response",0,0,0,1,1
"killing by host of symbiont cells",0,0,0,1,1
"mature B cell differentiation",0,0,0,1,1
"macrophage cytokine production",0,0,0,1,1
"regulation of macrophage cytokine production",0,0,0,1,1
"positive regulation of synapse assembly",0,0,0,1,1
"maintenance of location in cell",0,0,0,1,1
"negative regulation of insulin secretion",0,0,0,1,1
"mesoderm formation",0,0,0,1,1
"regulation of steroid biosynthetic process",0,0,0,1,1
"regulation of signal transduction by p53 class mediator",0,0,0,1,1
"regulation of animal organ morphogenesis",0,0,0,1,1
"maintenance of location",0,0,0,1,1
"regulation of DNA metabolic process",0,0,0,1,1
"positive regulation of systemic arterial blood pressure",0,0,0,1,1
"intracellular sodium ion homeostasis",0,0,0,1,1
"CD4-positive, alpha-beta T cell proliferation",0,0,0,1,1
"positive regulation of alpha-beta T cell proliferation",0,0,0,1,1
"angiogenesis involved in wound healing",0,0,0,1,1
"negative regulation of leukocyte mediated cytotoxicity",0,0,0,1,1
"regulation of smooth muscle cell apoptotic process",0,0,0,1,1
"CD8-positive, alpha-beta T cell activation",0,0,0,1,1
"animal organ maturation",0,0,0,1,1
"organophosphate metabolic process",0,0,0,1,1
"regulation of cell cycle phase transition",0,0,0,1,1
"erythrocyte homeostasis",0,0,0,1,1
"complement receptor mediated signaling pathway",0,0,0,1,1
"pyrimidine deoxyribonucleoside monophosphate metabolic process",0,0,0,1,1
"positive regulation of peptidyl-tyrosine phosphorylation",0,0,0,1,1
"regulation of type B pancreatic cell proliferation",0,0,0,1,1
"positive regulation of T-helper 17 type immune response",0,0,0,1,1
"B-1 B cell homeostasis",0,0,0,1,1
"leukocyte migration involved in immune response",0,0,0,1,1
"fructose 2,6-bisphosphate metabolic process",0,0,0,1,1
"detection of lipopolysaccharide",0,0,0,1,1
"Fc-epsilon receptor signaling pathway",0,0,0,1,1
"response to corticotropin-releasing hormone",0,0,0,1,1
"fused antrum stage",0,0,0,1,1
"leukocyte adhesion to arterial endothelial cell",0,0,0,1,1
"negative regulation of protein targeting to mitochondrion",0,0,0,1,1
"negative regulation of interleukin-1-mediated signaling pathway",0,0,0,1,1
"ureteric bud morphogenesis",0,0,0,1,1
"carbohydrate biosynthetic process",0,0,0,1,1
"erythrocyte differentiation",0,0,0,1,1
"negative regulation of natural killer cell activation",0,0,0,1,1
"positive regulation of T cell differentiation in thymus",0,0,0,1,1
"positive regulation of heterotypic cell-cell adhesion",0,0,0,1,1
"T-helper 2 cell cytokine production",0,0,0,1,1
"negative regulation of peptidyl-tyrosine phosphorylation",0,0,0,1,1
"thyroid hormone transport",0,0,0,1,1
"manganese ion transmembrane transport",0,0,0,1,1
"regulation of cellular response to osmotic stress",0,0,0,1,1
"non-canonical inflammasome complex assembly",0,0,0,1,1
"regulation of T-helper 2 cell cytokine production",0,0,0,1,1
"positive regulation of CD4-positive, alpha-beta T cell proliferation",0,0,0,1,1
"regulation of actin polymerization or depolymerization",0,0,0,1,1
"cell cycle G2/M phase transition",0,0,0,1,1
"positive regulation of establishment of protein localization",0,0,0,1,1
"regulation of insulin receptor signaling pathway",0,0,0,1,1
"follicular dendritic cell activation",0,0,0,1,1
"follicular dendritic cell differentiation",0,0,0,1,1
"rhombomere 3 morphogenesis",0,0,0,1,1
"detection of triacyl bacterial lipopeptide",0,0,0,1,1
"glial cell-derived neurotrophic factor production",0,0,0,1,1
"ITP biosynthetic process",0,0,0,1,1
"methotrexate transport",0,0,0,1,1
"vestibular receptor cell morphogenesis",0,0,0,1,1
"regulation of neutrophil mediated killing of bacterium",0,0,0,1,1
"regulation of neutrophil mediated killing of gram-negative bacterium",0,0,0,1,1
"regulation of glial cell-derived neurotrophic factor production",0,0,0,1,1
"positive regulation of glial cell-derived neurotrophic factor production",0,0,0,1,1
"negative regulation of endothelial cell development",0,0,0,1,1
"negative regulation of establishment of endothelial barrier",0,0,0,1,1
"negative regulation of gap junction assembly",0,0,0,1,1
"positive regulation of hepatocyte apoptotic process",0,0,0,1,1
"positive regulation of response to macrophage colony-stimulating factor",0,0,0,1,1
"positive regulation of cellular response to macrophage colony-stimulating factor stimulus",0,0,0,1,1
"pyroptosome complex assembly",0,0,0,1,1
"negative regulation of activated CD8-positive, alpha-beta T cell apoptotic process",0,0,0,1,1
"fibronectin fibril organization",0,0,0,1,1
"DNA double-strand break attachment to nuclear envelope",0,0,0,1,1
"regulation of neurotransmitter transport",0,0,0,1,1
"pyroptotic inflammatory response",0,0,0,1,1
"response to angiotensin",0,0,0,1,1
"smooth muscle cell apoptotic process",0,0,0,1,1
"regulation of keratinocyte differentiation",0,0,0,1,1
"necroptotic process",0,0,0,1,1
"regulation of epidermis development",0,0,0,1,1
"artery development",0,0,0,1,1
"regulation of macrophage derived foam cell differentiation",0,0,0,1,1
"regulation of mast cell activation",0,0,0,1,1
"dendritic cell migration",0,0,0,1,1
"regulation of hormone biosynthetic process",0,0,0,1,1
"negative regulation of phagocytosis",0,0,0,1,1
"detection of temperature stimulus involved in sensory perception of pain",0,0,0,1,1
"response to protozoan",0,0,0,1,1
"polyol metabolic process",0,0,0,1,1
"tumor necrosis factor-mediated signaling pathway",0,0,0,1,1
"positive regulation of reproductive process",0,0,0,1,1
"protein autophosphorylation",0,0,0,1,1
"endoderm formation",0,0,0,1,1
"negative regulation of myeloid leukocyte differentiation",0,0,0,1,1
"osteoblast development",0,0,0,1,1
"Fc receptor mediated stimulatory signaling pathway",0,0,0,1,1
"negative regulation of leukocyte chemotaxis",0,0,0,1,1
"cellular response to vascular endothelial growth factor stimulus",0,0,0,1,1
"regulation of natural killer cell mediated cytotoxicity",0,0,0,1,1
"neuron maturation",0,0,0,1,1
"positive regulation of endothelial cell migration",0,0,0,1,1
"carbohydrate derivative metabolic process",0,0,0,1,1
"lysosome localization",0,0,0,1,1
"regulation of actin filament length",0,0,0,1,1
"negative regulation of lipid transport",0,0,0,1,1
"regulation of superoxide metabolic process",0,0,0,1,1
"positive regulation of developmental growth",0,0,0,1,1
"regulation of monoatomic ion transmembrane transport",0,0,0,1,1
"positive regulation of vascular associated smooth muscle cell proliferation",0,0,0,1,1
"mesoderm development",0,0,0,1,1
"oxoacid metabolic process",0,0,0,1,1
"fatty acid biosynthetic process",0,0,0,1,1
"regulation of intracellular protein transport",0,0,0,1,1
"nephron development",0,0,0,1,1
"inflammatory response to antigenic stimulus",0,0,0,1,1
"positive regulation of myeloid leukocyte differentiation",0,0,0,1,1
"mesoderm morphogenesis",0,0,0,1,1
"ear morphogenesis",0,0,0,1,1
"disruption of anatomical structure in another organism",0,0,0,1,1
"regulation of heart rate",0,0,0,1,1
"regulation of amine transport",0,0,0,1,1
"organelle localization",0,0,0,1,1
"heat generation",0,0,0,1,1
"positive regulation of superoxide anion generation",0,0,0,1,1
"iron ion transmembrane transport",0,0,0,1,1
"negative regulation of CD4-positive, alpha-beta T cell differentiation",0,0,0,1,1
"negative regulation of steroid metabolic process",0,0,0,1,1
"regulation of cellular response to oxidative stress",0,0,0,1,1
"nephron epithelium morphogenesis",0,0,0,1,1
"proteoglycan metabolic process",0,0,0,1,1
"odontogenesis of dentin-containing tooth",0,0,0,1,1
"humoral immune response mediated by circulating immunoglobulin",0,0,0,1,1
"body morphogenesis",0,0,0,1,1
"positive regulation of organic acid transport",0,0,0,1,1
"branching involved in ureteric bud morphogenesis",0,0,0,1,1
"regulation of cardiac muscle cell apoptotic process",0,0,0,1,1
"negative regulation of protein ubiquitination",0,0,0,1,1
"detection of mechanical stimulus",0,0,0,1,1
"myeloid cell homeostasis",0,0,0,1,1
"glycerolipid metabolic process",0,0,0,1,1
"inner ear morphogenesis",0,0,0,1,1
"release of sequestered calcium ion into cytosol",0,0,0,1,1
"cardiocyte differentiation",0,0,0,1,1
"antral ovarian follicle growth",0,0,0,1,1
"wound healing involved in inflammatory response",0,0,0,1,1
"MyD88-independent toll-like receptor signaling pathway",0,0,0,1,1
"UDP-N-acetylglucosamine metabolic process",0,0,0,1,1
"Toll signaling pathway",0,0,0,1,1
"regulation of skeletal muscle satellite cell proliferation",0,0,0,1,1
"positive regulation of interleukin-5 production",0,0,0,1,1
"regulation of T-helper 1 cell differentiation",0,0,0,1,1
"cellular hypotonic response",0,0,0,1,1
"alcohol biosynthetic process",0,0,0,1,1
