"comparison","cell_type","gene_set","enrich_type","pathway","gene","pathway_padj"
"HFDvsSD","majorSC","Overlap_All3","richR_GO","anatomical structure morphogenesis","Col3a1",0.0483765641887154
"HFDvsSD","majorSC","Overlap_All3","richR_GO","response to stimulus","Mbp",0.0485681327607487
"HFDvsSD","majorSC","Overlap_All3","richR_GO","response to stimulus","Col1a1",0.0485681327607487
"HFDvsSD","majorSC","Overlap_All3","richR_GO","response to stimulus","Rnd3",0.0485681327607487
"HFDvsSD","majorSC","Overlap_All3","richR_GO","response to stimulus","Col3a1",0.0485681327607487
"HFDvsSD","majorSC","Overlap_All3","richR_GO","response to stimulus","Dclk3",0.0485681327607487
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","AGE-RAGE signaling pathway in diabetic complications","Col1a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","AGE-RAGE signaling pathway in diabetic complications","Col3a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Protein digestion and absorption","Col1a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Protein digestion and absorption","Col3a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Amoebiasis","Col1a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Amoebiasis","Col3a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Platelet activation","Col1a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Platelet activation","Col3a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Relaxin signaling pathway","Col1a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Relaxin signaling pathway","Col3a1",0.00116309837666227
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Diabetic cardiomyopathy","Col1a1",0.00262005838385037
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Diabetic cardiomyopathy","Col3a1",0.00262005838385037
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Cytoskeleton in muscle cells","Col1a1",0.00262005838385037
"HFDvsSD","majorSC","Overlap_All3","richR_KEGG","Cytoskeleton in muscle cells","Col3a1",0.00262005838385037
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Cav1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Chst2",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Col1a1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Fgf1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Inpp5f",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Nbl1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Rgcc",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Sdc3",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Sema7a",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Cav1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Chst2",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Col1a1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Fgf1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Inpp5f",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Nbl1",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Rgcc",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Sdc3",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Sema7a",9.7848116758888e-05
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Cav1",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Chst2",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Col1a1",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Fgf1",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Inpp5f",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Nbl1",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Rgcc",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Sdc3",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","locomotion","Sema7a",0.000247664440200744
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Cav1",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Chst2",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Col1a1",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Fgf1",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Nbl1",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Rgcc",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Sdc3",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Sema7a",0.000335787881753972
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Cav1",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Chst2",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Col1a1",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Igfbp7",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Mbp",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Rgcc",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","S100b",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Sdc3",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell adhesion","Sdk2",0.000437806516196138
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to progesterone","Cav1",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to progesterone","Mbp",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to progesterone","Txnip",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Cav1",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Chp2",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Col1a1",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Fgf1",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Igfbp7",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Inpp5f",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Nbl1",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Ppl",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Rgcc",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","S100b",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Scube1",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Sema7a",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to stimulus","Slc7a2",0.000879713168157886
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Cav1",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Col1a1",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Fgf1",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Igfbp7",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Kcna2",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Mbp",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Nbl1",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Rgcc",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","S100b",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Sdk2",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Sema7a",0.00119618924139215
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Cav1",0.00144737601205705
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Col1a1",0.00144737601205705
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Mbp",0.00144737601205705
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","S100b",0.00144737601205705
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Txnip",0.00144737601205705
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Cav1",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Chst2",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Col1a1",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Fgf1",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Inpp5f",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Nbl1",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Rgcc",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Sdc3",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell motility","Sema7a",0.00167334159167701
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Cav1",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Col1a1",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Fgf1",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Igfbp7",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Kcna2",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Ppl",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Rgcc",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","S100b",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Sdk2",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Sema7a",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","animal organ development","Txnip",0.00349971709402179
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Cav1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Chst2",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Col1a1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Fgf1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Nbl1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Rgcc",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Sdc3",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell migration","Sema7a",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Cav1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Col1a1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Fgf1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Mbp",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Nbl1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Rgcc",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","S100b",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Txnip",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Cav1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Fgf1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Inpp5f",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Nbl1",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Ppl",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Sema7a",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of response to external stimulus","Slc7a2",0.00355340102177399
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Cav1",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Col1a1",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Fgf1",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Igfbp7",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Inpp5f",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Kcna2",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Mbp",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Nbl1",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Rgcc",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","S100b",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Sdk2",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","system development","Sema7a",0.00409680591349814
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Cav1",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Chp2",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Chst2",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Col1a1",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Fgf1",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Fxyd3",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Inpp5f",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Mbp",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Nbl1",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Rgcc",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","S100b",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Scube1",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Sema7a",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of cellular process","Txnip",0.00581947606622596
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to hyperoxia","Cav1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","response to hyperoxia","Col1a1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Cav1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Chp2",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Col1a1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Fgf1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Igfbp7",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Inpp5f",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Nbl1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","S100b",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Scube1",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of signal transduction","Sema7a",0.00691012605825361
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Cav1",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Chp2",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Fgf1",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Inpp5f",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Mbp",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Rgcc",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","S100b",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","intracellular signaling cassette","Sema7a",0.00716020040514784
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Cav1",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Col1a1",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Fgf1",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Igfbp7",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Inpp5f",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Kcna2",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Mbp",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Nbl1",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Ppl",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Rgcc",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","S100b",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Sdk2",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Sema7a",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","anatomical structure development","Txnip",0.00725259810553915
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Cav1",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Chp2",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Chst2",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Col1a1",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Fgf1",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Fxyd3",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Igfbp7",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Inpp5f",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Kcna2",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Mbp",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Nbl1",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Ppl",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Rgcc",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","S100b",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Scube1",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Sdc3",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Sema7a",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Slc7a2",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","regulation of cellular process","Txnip",0.00743943659649091
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Adamtsl1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Cav1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Col1a1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Rgcc",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Adamtsl1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Cav1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Col1a1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Rgcc",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Adamtsl1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Cav1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Col1a1",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Rgcc",0.00755621117900095
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Cav1",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Chp2",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Chst2",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Col1a1",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Fgf1",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Fxyd3",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Inpp5f",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Mbp",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Nbl1",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Rgcc",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","S100b",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Scube1",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Sema7a",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of biological process","Txnip",0.0077423618113373
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Cav1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Fgf1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Inpp5f",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Mbp",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Nbl1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","S100b",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Sdk2",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","neurogenesis","Sema7a",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Cav1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Chp2",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Col1a1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Fgf1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Inpp5f",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","S100b",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Scube1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Sema7a",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","enzyme-linked receptor protein signaling pathway","Cav1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","enzyme-linked receptor protein signaling pathway","Col1a1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","enzyme-linked receptor protein signaling pathway","Fgf1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","enzyme-linked receptor protein signaling pathway","Nbl1",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","enzyme-linked receptor protein signaling pathway","Rgcc",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","enzyme-linked receptor protein signaling pathway","Txnip",0.00812552816761732
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell differentiation","Cav1",0.00825013308455456
"HFDvsSD","aggSC","Overlap_MS","richR_GO","cell differentiation","Col1a1",0.00825013308455456
