"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0050896",116,9122,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002275,10090.ENSMUSP00000002360,10090.ENSMUSP00000003645,10090.ENSMUSP00000003843,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000019231,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000021822,10090.ENSMUSP00000021950,10090.ENSMUSP00000022078,10090.ENSMUSP00000022176,10090.ENSMUSP00000022281,10090.ENSMUSP00000022977,10090.ENSMUSP00000023203,10090.ENSMUSP00000025241,10090.ENSMUSP00000025254,10090.ENSMUSP00000025522,10090.ENSMUSP00000026221,10090.ENSMUSP00000027830,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028280,10090.ENSMUSP00000028499,10090.ENSMUSP00000028755,10090.ENSMUSP00000028938,10090.ENSMUSP00000029719,10090.ENSMUSP00000030110,10090.ENSMUSP00000030408,10090.ENSMUSP00000030606,10090.ENSMUSP00000031224,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000032322,10090.ENSMUSP00000032492,10090.ENSMUSP00000033036,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000034227,10090.ENSMUSP00000034713,10090.ENSMUSP00000035045,10090.ENSMUSP00000035078,10090.ENSMUSP00000035898,10090.ENSMUSP00000036330,10090.ENSMUSP00000036410,10090.ENSMUSP00000037055,10090.ENSMUSP00000038063,10090.ENSMUSP00000039657,10090.ENSMUSP00000040230,10090.ENSMUSP00000044004,10090.ENSMUSP00000046185,10090.ENSMUSP00000047291,10090.ENSMUSP00000048234,10090.ENSMUSP00000052020,10090.ENSMUSP00000052872,10090.ENSMUSP00000052912,10090.ENSMUSP00000055225,10090.ENSMUSP00000055747,10090.ENSMUSP00000056080,10090.ENSMUSP00000060026,10090.ENSMUSP00000063054,10090.ENSMUSP00000065571,10090.ENSMUSP00000066857,10090.ENSMUSP00000069024,10090.ENSMUSP00000069432,10090.ENSMUSP00000073124,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000082091,10090.ENSMUSP00000084043,10090.ENSMUSP00000087118,10090.ENSMUSP00000087643,10090.ENSMUSP00000088833,10090.ENSMUSP00000091429,10090.ENSMUSP00000092148,10090.ENSMUSP00000095223,10090.ENSMUSP00000096712,10090.ENSMUSP00000096973,10090.ENSMUSP00000097908,10090.ENSMUSP00000102095,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000105751,10090.ENSMUSP00000106188,10090.ENSMUSP00000106772,10090.ENSMUSP00000107210,10090.ENSMUSP00000107729,10090.ENSMUSP00000109635,10090.ENSMUSP00000114015,10090.ENSMUSP00000114843,10090.ENSMUSP00000116259,10090.ENSMUSP00000117392,10090.ENSMUSP00000117496,10090.ENSMUSP00000119065,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121358,10090.ENSMUSP00000121753,10090.ENSMUSP00000123088,10090.ENSMUSP00000125857,10090.ENSMUSP00000128353,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677,10090.ENSMUSP00000146263,10090.ENSMUSP00000147656,10090.ENSMUSP00000149803,10090.ENSMUSP00000151227,10090.ENSMUSP00000153064,10090.ENSMUSP00000155225","Col1a1,Vrk3,Angptl4,Ercc1,Man1a,Bmp7,Sparc,Atp6ap1,Timp3,Ddit4,Per1,Ogn,Dbn1,Rhobtb3,Hmgcr,Mtrex,Sqle,Gpt,Ercc3,Lims2,Pdgfrb,Scd2,Slamf9,Vim,Nr4a2,Col5a1,Itgav,Ehd4,Cst3,Dclk2,Zdhhc21,Mfsd2a,Rcan3,Tgfbr3,Aacs,Col1a2,Lrp6,Cd9,Dkk3,Col4a1,Col4a2,Pllp,Ldlr,Mras,Lrrfip2,Scamp5,Adamts20,Prkab2,Trim41,Dhcr24,Atp1a1,Sostdc1,Lrp1,Mbp,Olfml2b,Ick,Flnb,Fasn,Pdia6,Kcna1,Nod1,Gldn,Selenon,Rab33b,Rtkn,Slit3,Sema5a,Gcn1,Plec,Notch2,Htt,Ip6k2,Spp1,Mat2a,Sema3g,Prnp,Rnf213,Nfasc,Ecscr,Itga7,Gas2l3,Nsmf,Mast2,Pmp22,Ptk2,Homer3,Lyst,Dtx2,Afap1l2,Itga6,Itsn1,Fam107a,Syvn1,Srpk1,Zdhhc3,Mef2a,Srsf6,Apod,Ucp2,Ide,Zbtb38,Myef2,Cpeb2,G3bp2,Enpp2,Bcar1,Slit2,Traf7,Dag1,Camk2d,Hnrnpul1,Ptpre,Cryab,Arid5b,Hmgcs1,Nr4a1",3.07e-06,0.00065,"Response to stimulus"
"Process","GO:0098609",18,533,10090,"10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000022369,10090.ENSMUSP00000025254,10090.ENSMUSP00000028499,10090.ENSMUSP00000032322,10090.ENSMUSP00000036962,10090.ENSMUSP00000052912,10090.ENSMUSP00000056080,10090.ENSMUSP00000066701,10090.ENSMUSP00000092148,10090.ENSMUSP00000096712,10090.ENSMUSP00000106851,10090.ENSMUSP00000107729,10090.ENSMUSP00000127487,10090.ENSMUSP00000134263,10090.ENSMUSP00000140596,10090.ENSMUSP00000141704","Lamb1,Bmp7,Vcl,Lims2,Itgav,Lrp6,Clstn1,Pdia6,Gldn,Mpz,Nfasc,Itga7,Cadm3,Itga6,Tnxb,Slit2,Fat1,Pcdhga7",3.06e-06,0.00065,"Cell-cell adhesion"
"Process","GO:0060284",19,603,10090,"10090.ENSMUSP00000009143,10090.ENSMUSP00000021950,10090.ENSMUSP00000022369,10090.ENSMUSP00000025254,10090.ENSMUSP00000028062,10090.ENSMUSP00000028341,10090.ENSMUSP00000030110,10090.ENSMUSP00000032322,10090.ENSMUSP00000034713,10090.ENSMUSP00000044004,10090.ENSMUSP00000046185,10090.ENSMUSP00000069024,10090.ENSMUSP00000078741,10090.ENSMUSP00000087643,10090.ENSMUSP00000105663,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109","Bmp7,Dbn1,Vcl,Lims2,Vim,Anapc2,Zdhhc21,Lrp6,Ldlr,Lrp1,Mbp,Sema5a,Notch2,Sema3g,Ptk2,Enpp2,Bcar1,Slit2,Dag1",4.26e-06,0.00087,"Regulation of cell development"
"Process","GO:0051246",49,2782,10090,"10090.ENSMUSP00000002275,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000018795,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000022176,10090.ENSMUSP00000025522,10090.ENSMUSP00000026142,10090.ENSMUSP00000026886,10090.ENSMUSP00000028062,10090.ENSMUSP00000028499,10090.ENSMUSP00000028755,10090.ENSMUSP00000028938,10090.ENSMUSP00000031058,10090.ENSMUSP00000032322,10090.ENSMUSP00000034713,10090.ENSMUSP00000038063,10090.ENSMUSP00000042271,10090.ENSMUSP00000044004,10090.ENSMUSP00000046185,10090.ENSMUSP00000047119,10090.ENSMUSP00000055747,10090.ENSMUSP00000069432,10090.ENSMUSP00000071914,10090.ENSMUSP00000073124,10090.ENSMUSP00000078945,10090.ENSMUSP00000088833,10090.ENSMUSP00000095223,10090.ENSMUSP00000097908,10090.ENSMUSP00000099162,10090.ENSMUSP00000100902,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000107210,10090.ENSMUSP00000111222,10090.ENSMUSP00000114015,10090.ENSMUSP00000119827,10090.ENSMUSP00000121358,10090.ENSMUSP00000125857,10090.ENSMUSP00000127487,10090.ENSMUSP00000128941,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803,10090.ENSMUSP00000155225,10090.ENSMUSP00000155515","Vrk3,Bmp7,Pttg1ip,Tada2a,Timp3,Ddit4,Per1,Hmgcr,Pdgfrb,Maged1,Itih5,Vim,Itgav,Ehd4,Cst3,Mapre3,Lrp6,Ldlr,Dhcr24,Spag9,Lrp1,Mbp,Gnl3,Nod1,Gcn1,Mprip,Plec,Htt,Prnp,Ecscr,Nsmf,Limk2,Cnot2,Pmp22,Ptk2,Afap1l2,Yeats2,Fam107a,Apod,Ide,Cpeb2,Tnxb,Enpp2,Slit2,Traf7,Dag1,Cryab,Nr4a1,Ppp1r16a",4.9e-06,0.00098,"Regulation of protein metabolic process"
"Process","GO:0040012",27,1114,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000021950,10090.ENSMUSP00000022369,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000028062,10090.ENSMUSP00000028499,10090.ENSMUSP00000031224,10090.ENSMUSP00000032492,10090.ENSMUSP00000042271,10090.ENSMUSP00000044004,10090.ENSMUSP00000065877,10090.ENSMUSP00000069024,10090.ENSMUSP00000087643,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000107729,10090.ENSMUSP00000114015,10090.ENSMUSP00000119827,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677","Col1a1,Lamb1,Bmp7,Sparc,Dbn1,Vcl,Pdgfrb,Pcsk5,Vim,Itgav,Tgfbr3,Cd9,Spag9,Lrp1,Sdc3,Sema5a,Sema3g,Nsmf,Ptk2,Itga6,Fam107a,Apod,Enpp2,Bcar1,Slit2,Dag1,Camk2d",5e-06,0.00099,"Regulation of locomotion"
"Process","GO:0071417",19,610,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000023203,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000031668,10090.ENSMUSP00000033898,10090.ENSMUSP00000037055,10090.ENSMUSP00000044004,10090.ENSMUSP00000055747,10090.ENSMUSP00000060026,10090.ENSMUSP00000078945,10090.ENSMUSP00000088833,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000120967,10090.ENSMUSP00000125857,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000155225","Col1a1,Gpt,Vim,Nr4a2,Col1a2,Col4a1,Trim41,Lrp1,Nod1,Selenon,Htt,Prnp,Nsmf,Ptk2,Ucp2,Cpeb2,Bcar1,Slit2,Nr4a1",5e-06,0.00099,"Cellular response to organonitrogen compound"
"Process","GO:0000902",22,794,10090,"10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000021950,10090.ENSMUSP00000022369,10090.ENSMUSP00000028166,10090.ENSMUSP00000028499,10090.ENSMUSP00000029848,10090.ENSMUSP00000030408,10090.ENSMUSP00000032322,10090.ENSMUSP00000044004,10090.ENSMUSP00000052020,10090.ENSMUSP00000066857,10090.ENSMUSP00000069024,10090.ENSMUSP00000073124,10090.ENSMUSP00000087643,10090.ENSMUSP00000092148,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000117496,10090.ENSMUSP00000134263,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109","Lamb1,Bmp7,Dbn1,Vcl,Nr4a2,Itgav,Col24a1,Mfsd2a,Lrp6,Lrp1,Flnb,Slit3,Sema5a,Plec,Sema3g,Nfasc,Pmp22,Ptk2,Mef2a,Slit2,Fat1,Dag1",5.42e-06,0.001,"Cell morphogenesis"
"Process","GO:0006979",15,393,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000003645,10090.ENSMUSP00000025241,10090.ENSMUSP00000025522,10090.ENSMUSP00000028166,10090.ENSMUSP00000028938,10090.ENSMUSP00000038063,10090.ENSMUSP00000060026,10090.ENSMUSP00000088833,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121358,10090.ENSMUSP00000123088,10090.ENSMUSP00000125857,10090.ENSMUSP00000149803","Col1a1,Ercc1,Ercc3,Pdgfrb,Nr4a2,Cst3,Dhcr24,Selenon,Prnp,Apod,Ucp2,Ide,Myef2,Cpeb2,Cryab",5.18e-06,0.001,"Response to oxidative stress"
"Process","GO:0043065",19,615,10090,"10090.ENSMUSP00000009143,10090.ENSMUSP00000020234,10090.ENSMUSP00000022176,10090.ENSMUSP00000025241,10090.ENSMUSP00000025522,10090.ENSMUSP00000026142,10090.ENSMUSP00000028854,10090.ENSMUSP00000029910,10090.ENSMUSP00000032322,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000082091,10090.ENSMUSP00000088833,10090.ENSMUSP00000095223,10090.ENSMUSP00000107729,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000143677,10090.ENSMUSP00000155225","Bmp7,Timp3,Hmgcr,Ercc3,Pdgfrb,Maged1,Mal,Nsmaf,Lrp6,Notch2,Htt,Ip6k2,Prnp,Ecscr,Itga6,Slit2,Traf7,Camk2d,Nr4a1",5.6e-06,0.0011,"Positive regulation of apoptotic process"
"Process","GO:0048666",24,943,10090,"10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000021950,10090.ENSMUSP00000022369,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000029719,10090.ENSMUSP00000030408,10090.ENSMUSP00000032093,10090.ENSMUSP00000044004,10090.ENSMUSP00000056080,10090.ENSMUSP00000064755,10090.ENSMUSP00000066857,10090.ENSMUSP00000069024,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000087643,10090.ENSMUSP00000092148,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000117496,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109","Lamb1,Bmp7,Dbn1,Vcl,Vim,Nr4a2,Dclk2,Mfsd2a,Prickle2,Lrp1,Gldn,Phgdh,Slit3,Sema5a,Htt,Nphp4,Sema3g,Nfasc,Pmp22,Ptk2,Mef2a,Apod,Slit2,Dag1",8.01e-06,0.0014,"Neuron development"
"Process","GO:0023057",31,1431,10090,"10090.ENSMUSP00000002275,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000022176,10090.ENSMUSP00000028166,10090.ENSMUSP00000028499,10090.ENSMUSP00000031224,10090.ENSMUSP00000032322,10090.ENSMUSP00000033036,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000044004,10090.ENSMUSP00000066857,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000084039,10090.ENSMUSP00000088833,10090.ENSMUSP00000091429,10090.ENSMUSP00000100902,10090.ENSMUSP00000105751,10090.ENSMUSP00000107729,10090.ENSMUSP00000114843,10090.ENSMUSP00000119729,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000147656","Vrk3,Bmp7,Pttg1ip,Timp3,Ddit4,Per1,Hmgcr,Nr4a2,Itgav,Tgfbr3,Lrp6,Dkk3,Ldlr,Sostdc1,Lrp1,Slit3,Htt,Nphp4,Bicd1,Prnp,Rnf213,Cnot2,Homer3,Itga6,Syvn1,Sox13,Apod,Ucp2,Slit2,Dag1,Ptpre",8.66e-06,0.0015,"Negative regulation of signaling"
"Process","GO:0060548",28,1216,10090,"10090.ENSMUSP00000002360,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000022176,10090.ENSMUSP00000022881,10090.ENSMUSP00000025254,10090.ENSMUSP00000025522,10090.ENSMUSP00000028166,10090.ENSMUSP00000028499,10090.ENSMUSP00000028938,10090.ENSMUSP00000031224,10090.ENSMUSP00000032322,10090.ENSMUSP00000036330,10090.ENSMUSP00000038063,10090.ENSMUSP00000044004,10090.ENSMUSP00000066701,10090.ENSMUSP00000069024,10090.ENSMUSP00000078945,10090.ENSMUSP00000084043,10090.ENSMUSP00000088833,10090.ENSMUSP00000105663,10090.ENSMUSP00000107729,10090.ENSMUSP00000109635,10090.ENSMUSP00000114843,10090.ENSMUSP00000119065,10090.ENSMUSP00000120967,10090.ENSMUSP00000149803,10090.ENSMUSP00000155225","Angptl4,Bmp7,Pttg1ip,Hmgcr,Retreg1,Lims2,Pdgfrb,Nr4a2,Itgav,Cst3,Tgfbr3,Lrp6,Adamts20,Dhcr24,Lrp1,Mpz,Sema5a,Htt,Spp1,Prnp,Ptk2,Itga6,Itsn1,Syvn1,Srsf6,Ucp2,Cryab,Nr4a1",8.38e-06,0.0015,"Negative regulation of cell death"
"Process","GO:0009966",51,3013,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002275,10090.ENSMUSP00000002979,10090.ENSMUSP00000005532,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000021950,10090.ENSMUSP00000022176,10090.ENSMUSP00000025254,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000026142,10090.ENSMUSP00000028166,10090.ENSMUSP00000028499,10090.ENSMUSP00000028854,10090.ENSMUSP00000031224,10090.ENSMUSP00000032322,10090.ENSMUSP00000033036,10090.ENSMUSP00000036330,10090.ENSMUSP00000037055,10090.ENSMUSP00000040230,10090.ENSMUSP00000042271,10090.ENSMUSP00000044004,10090.ENSMUSP00000055747,10090.ENSMUSP00000066857,10090.ENSMUSP00000069024,10090.ENSMUSP00000078741,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000084039,10090.ENSMUSP00000088833,10090.ENSMUSP00000091429,10090.ENSMUSP00000100902,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000105751,10090.ENSMUSP00000107210,10090.ENSMUSP00000107729,10090.ENSMUSP00000109635,10090.ENSMUSP00000114843,10090.ENSMUSP00000117392,10090.ENSMUSP00000119729,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000134759,10090.ENSMUSP00000142109,10090.ENSMUSP00000143677,10090.ENSMUSP00000147656","Col1a1,Vrk3,Lamb1,Nid1,Bmp7,Pttg1ip,Timp3,Ddit4,Per1,Dbn1,Hmgcr,Lims2,Pdgfrb,Pcsk5,Maged1,Nr4a2,Itgav,Mal,Tgfbr3,Lrp6,Dkk3,Adamts20,Trim41,Sostdc1,Spag9,Lrp1,Nod1,Slit3,Sema5a,Notch2,Htt,Nphp4,Bicd1,Prnp,Rnf213,Cnot2,Pmp22,Ptk2,Homer3,Afap1l2,Itga6,Itsn1,Syvn1,Zdhhc3,Sox13,Apod,Slit2,Traf7,Dag1,Camk2d,Ptpre",9e-06,0.0016,"Regulation of signal transduction"
"Process","GO:0009968",29,1291,10090,"10090.ENSMUSP00000002275,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000021271,10090.ENSMUSP00000022176,10090.ENSMUSP00000028166,10090.ENSMUSP00000028499,10090.ENSMUSP00000031224,10090.ENSMUSP00000032322,10090.ENSMUSP00000033036,10090.ENSMUSP00000040230,10090.ENSMUSP00000044004,10090.ENSMUSP00000066857,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000084039,10090.ENSMUSP00000088833,10090.ENSMUSP00000091429,10090.ENSMUSP00000100902,10090.ENSMUSP00000105751,10090.ENSMUSP00000107729,10090.ENSMUSP00000114843,10090.ENSMUSP00000119729,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000147656","Vrk3,Bmp7,Pttg1ip,Timp3,Ddit4,Per1,Hmgcr,Nr4a2,Itgav,Tgfbr3,Lrp6,Dkk3,Sostdc1,Lrp1,Slit3,Htt,Nphp4,Bicd1,Prnp,Rnf213,Cnot2,Homer3,Itga6,Syvn1,Sox13,Apod,Slit2,Dag1,Ptpre",9.01e-06,0.0016,"Negative regulation of signal transduction"
"Process","GO:0040017",19,639,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000028499,10090.ENSMUSP00000042271,10090.ENSMUSP00000044004,10090.ENSMUSP00000069024,10090.ENSMUSP00000087643,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000107729,10090.ENSMUSP00000114015,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000143677","Col1a1,Lamb1,Bmp7,Sparc,Pdgfrb,Pcsk5,Itgav,Spag9,Lrp1,Sema5a,Sema3g,Nsmf,Ptk2,Itga6,Fam107a,Enpp2,Bcar1,Slit2,Camk2d",9.48e-06,0.0016,"Positive regulation of locomotion"
"Process","GO:1901701",27,1154,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000020308,10090.ENSMUSP00000023203,10090.ENSMUSP00000025522,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000031445,10090.ENSMUSP00000031668,10090.ENSMUSP00000032322,10090.ENSMUSP00000033898,10090.ENSMUSP00000034713,10090.ENSMUSP00000037055,10090.ENSMUSP00000044004,10090.ENSMUSP00000055747,10090.ENSMUSP00000073124,10090.ENSMUSP00000078945,10090.ENSMUSP00000082091,10090.ENSMUSP00000084043,10090.ENSMUSP00000088833,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000120967,10090.ENSMUSP00000125857,10090.ENSMUSP00000129584,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000155225","Col1a1,Ddit4,Gpt,Pdgfrb,Vim,Nr4a2,Aacs,Col1a2,Lrp6,Col4a1,Ldlr,Trim41,Lrp1,Nod1,Plec,Htt,Ip6k2,Spp1,Prnp,Nsmf,Ptk2,Ucp2,Cpeb2,Bcar1,Slit2,Dag1,Nr4a1",9.34e-06,0.0016,"Cellular response to oxygen-containing compound"
"Process","GO:0050790",43,2369,10090,"10090.ENSMUSP00000002275,10090.ENSMUSP00000002360,10090.ENSMUSP00000009143,10090.ENSMUSP00000020234,10090.ENSMUSP00000022176,10090.ENSMUSP00000025522,10090.ENSMUSP00000026142,10090.ENSMUSP00000026886,10090.ENSMUSP00000028166,10090.ENSMUSP00000028938,10090.ENSMUSP00000029910,10090.ENSMUSP00000030606,10090.ENSMUSP00000031058,10090.ENSMUSP00000032322,10090.ENSMUSP00000036410,10090.ENSMUSP00000038063,10090.ENSMUSP00000044004,10090.ENSMUSP00000046185,10090.ENSMUSP00000055747,10090.ENSMUSP00000061624,10090.ENSMUSP00000065571,10090.ENSMUSP00000069432,10090.ENSMUSP00000071914,10090.ENSMUSP00000073124,10090.ENSMUSP00000078945,10090.ENSMUSP00000084039,10090.ENSMUSP00000088833,10090.ENSMUSP00000092228,10090.ENSMUSP00000102647,10090.ENSMUSP00000104342,10090.ENSMUSP00000104864,10090.ENSMUSP00000105663,10090.ENSMUSP00000107210,10090.ENSMUSP00000107729,10090.ENSMUSP00000109635,10090.ENSMUSP00000125857,10090.ENSMUSP00000127487,10090.ENSMUSP00000130245,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803,10090.ENSMUSP00000155225,10090.ENSMUSP00000155515","Vrk3,Angptl4,Bmp7,Timp3,Hmgcr,Pdgfrb,Maged1,Itih5,Nr4a2,Cst3,Nsmaf,Rcan3,Mapre3,Lrp6,Prkab2,Dhcr24,Lrp1,Mbp,Nod1,Rabgap1,Rtkn,Gcn1,Mprip,Plec,Htt,Bicd1,Prnp,Plekhg2,Arhgef17,Pmp22,Snx18,Ptk2,Afap1l2,Itga6,Itsn1,Cpeb2,Tnxb,Fxyd3,Slit2,Dag1,Cryab,Nr4a1,Ppp1r16a",1.06e-05,0.0018,"Regulation of catalytic activity"
"Process","GO:0001667",11,230,10090,"10090.ENSMUSP00000028499,10090.ENSMUSP00000032322,10090.ENSMUSP00000055178,10090.ENSMUSP00000069024,10090.ENSMUSP00000073124,10090.ENSMUSP00000087643,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000134263,10090.ENSMUSP00000151227,10090.ENSMUSP00000155225","Itgav,Lrp6,Vstm4,Sema5a,Plec,Sema3g,Pmp22,Ptk2,Slit2,Arid5b,Nr4a1",1.35e-05,0.0022,"Ameboidal-type cell migration"
"Process","GO:0030182",27,1180,10090,"10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000020308,10090.ENSMUSP00000021950,10090.ENSMUSP00000022369,10090.ENSMUSP00000025241,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000029719,10090.ENSMUSP00000030408,10090.ENSMUSP00000032093,10090.ENSMUSP00000032322,10090.ENSMUSP00000044004,10090.ENSMUSP00000056080,10090.ENSMUSP00000064755,10090.ENSMUSP00000066857,10090.ENSMUSP00000069024,10090.ENSMUSP00000078945,10090.ENSMUSP00000080128,10090.ENSMUSP00000087643,10090.ENSMUSP00000092148,10090.ENSMUSP00000104342,10090.ENSMUSP00000105663,10090.ENSMUSP00000117496,10090.ENSMUSP00000119827,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109","Lamb1,Bmp7,Ddit4,Dbn1,Vcl,Ercc3,Vim,Nr4a2,Dclk2,Mfsd2a,Prickle2,Lrp6,Lrp1,Gldn,Phgdh,Slit3,Sema5a,Htt,Nphp4,Sema3g,Nfasc,Pmp22,Ptk2,Mef2a,Apod,Slit2,Dag1",1.38e-05,0.0022,"Neuron differentiation"
"Process","GO:0030335",18,595,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002979,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000025522,10090.ENSMUSP00000025618,10090.ENSMUSP00000028499,10090.ENSMUSP00000042271,10090.ENSMUSP00000044004,10090.ENSMUSP00000069024,10090.ENSMUSP00000087643,10090.ENSMUSP00000097908,10090.ENSMUSP00000105663,10090.ENSMUSP00000107729,10090.ENSMUSP00000114015,10090.ENSMUSP00000128941,10090.ENSMUSP00000129584,10090.ENSMUSP00000143677","Col1a1,Lamb1,Bmp7,Sparc,Pdgfrb,Pcsk5,Itgav,Spag9,Lrp1,Sema5a,Sema3g,Nsmf,Ptk2,Itga6,Fam107a,Enpp2,Bcar1,Camk2d",1.31e-05,0.0022,"Positive regulation of cell migration"
