"comparison","cell_type","gene_set","enrich_type","pathway","gene","pathway_padj"
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron differentiation","Serpine2",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Mfap5",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Col1a1",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Frzb",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Egr2",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Cpe",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Nbl1",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Sema7a",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Mag",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell differentiation","Serpine2",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Mfap5",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Col1a1",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Frzb",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Egr2",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Cpe",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Nbl1",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Sema7a",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Mag",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular developmental process","Serpine2",0.00184188933355198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Mfap5",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Col1a1",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Frzb",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Egr2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Cpe",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Nbl1",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Sema7a",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Mag",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organism development","Serpine2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell migration","Sdc3",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell migration","Col1a1",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell migration","Nbl1",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell migration","Sema7a",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell migration","Chst2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of myelination","Egr2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of myelination","Mag",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","generation of neurons","Egr2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","generation of neurons","Cpe",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","generation of neurons","Nbl1",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","generation of neurons","Sema7a",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","generation of neurons","Mag",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","generation of neurons","Serpine2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","plasma membrane bounded cell projection organization","Egr2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","plasma membrane bounded cell projection organization","Cpe",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","plasma membrane bounded cell projection organization","Nbl1",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","plasma membrane bounded cell projection organization","Sema7a",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","plasma membrane bounded cell projection organization","Mag",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","plasma membrane bounded cell projection organization","Serpine2",0.00202979998419184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell growth","Frzb",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell growth","Mag",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell growth","Serpine2",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell growth","Frzb",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell growth","Sema7a",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell growth","Mag",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell growth","Serpine2",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell projection organization","Egr2",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell projection organization","Cpe",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell projection organization","Nbl1",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell projection organization","Sema7a",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell projection organization","Mag",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell projection organization","Serpine2",0.00212481232242826
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell motility","Sdc3",0.00213010917280153
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell motility","Col1a1",0.00213010917280153
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell motility","Nbl1",0.00213010917280153
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell motility","Sema7a",0.00213010917280153
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell motility","Chst2",0.00213010917280153
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cell development","Egr2",0.00226268734073306
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cell development","Sema7a",0.00226268734073306
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cell development","Mag",0.00226268734073306
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cell development","Serpine2",0.00226268734073306
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis","Egr2",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis","Cpe",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis","Nbl1",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis","Sema7a",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis","Mag",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of locomotion","Sdc3",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of locomotion","Col1a1",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of locomotion","Nbl1",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of locomotion","Sema7a",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of locomotion","Chst2",0.00244825855551932
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of nervous system development","Egr2",0.00251792229124603
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of nervous system development","Sema7a",0.00251792229124603
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of nervous system development","Mag",0.00251792229124603
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of nervous system development","Serpine2",0.00251792229124603
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell motility","Sdc3",0.00261036813061906
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell motility","Col1a1",0.00261036813061906
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell motility","Cpe",0.00261036813061906
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell motility","Nbl1",0.00261036813061906
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell motility","Sema7a",0.00261036813061906
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell motility","Chst2",0.00261036813061906
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of astrocyte differentiation","Mag",0.00293752345591415
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of astrocyte differentiation","Serpine2",0.00293752345591415
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neurogenesis","Egr2",0.00344184201686143
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neurogenesis","Cpe",0.00344184201686143
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neurogenesis","Nbl1",0.00344184201686143
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neurogenesis","Sema7a",0.00344184201686143
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neurogenesis","Mag",0.00344184201686143
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neurogenesis","Serpine2",0.00344184201686143
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of growth","Frzb",0.00345168816632481
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of growth","Mag",0.00345168816632481
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of growth","Serpine2",0.00345168816632481
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of growth","Frzb",0.0036536898545147
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of growth","Sema7a",0.0036536898545147
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of growth","Mag",0.0036536898545147
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of growth","Serpine2",0.0036536898545147
"EXvsHFD","majorSC","Overlap_MS","richR_GO","mesenchymal cell differentiation","Col1a1",0.00405729583042337
"EXvsHFD","majorSC","Overlap_MS","richR_GO","mesenchymal cell differentiation","Frzb",0.00405729583042337
"EXvsHFD","majorSC","Overlap_MS","richR_GO","mesenchymal cell differentiation","Sema7a",0.00405729583042337
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to mechanical stimulus","Col1a1",0.00410270617212005
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to mechanical stimulus","Mag",0.00410270617212005
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to mechanical stimulus","Serpine2",0.00410270617212005
"EXvsHFD","majorSC","Overlap_MS","richR_GO","locomotion","Sdc3",0.00415510142725717
"EXvsHFD","majorSC","Overlap_MS","richR_GO","locomotion","Col1a1",0.00415510142725717
"EXvsHFD","majorSC","Overlap_MS","richR_GO","locomotion","Nbl1",0.00415510142725717
"EXvsHFD","majorSC","Overlap_MS","richR_GO","locomotion","Sema7a",0.00415510142725717
"EXvsHFD","majorSC","Overlap_MS","richR_GO","locomotion","Chst2",0.00415510142725717
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Col1a1",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Frzb",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Egr2",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Cpe",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Sema7a",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Mag",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal process","Serpine2",0.00497989481876851
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of nervous system process","Egr2",0.00508579184017825
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of nervous system process","Mag",0.00508579184017825
"EXvsHFD","majorSC","Overlap_MS","richR_GO","glial cell differentiation","Egr2",0.00551714144132174
"EXvsHFD","majorSC","Overlap_MS","richR_GO","glial cell differentiation","Mag",0.00551714144132174
"EXvsHFD","majorSC","Overlap_MS","richR_GO","glial cell differentiation","Serpine2",0.00551714144132174
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Mfap5",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Col1a1",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Frzb",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Egr2",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Cpe",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Sema7a",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ development","Serpine2",0.00575425292745307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Col1a1",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Frzb",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Nbl1",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Sema7a",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Mag",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Serpine2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Chst2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of cellular process","Fxyd3",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of myelination","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of myelination","Mag",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","mesenchyme development","Col1a1",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","mesenchyme development","Frzb",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","mesenchyme development","Sema7a",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell adhesion","Sdc3",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell adhesion","Col1a1",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell adhesion","Mag",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell adhesion","Serpine2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell adhesion","Chst2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","head development","Col1a1",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","head development","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","head development","Sema7a",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","head development","Serpine2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere formation","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere structural organization","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere 3 structural organization","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere 3 formation","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere 5 morphogenesis","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere 5 structural organization","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","rhombomere 5 formation","Egr2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","seminal vesicle epithelium development","Serpine2",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of hepatocyte differentiation","Frzb",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to vitamin E","Col1a1",0.00581563791824121
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Mfap5",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Col1a1",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Frzb",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Egr2",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Cpe",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Nbl1",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Sema7a",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Mag",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","anatomical structure development","Serpine2",0.00631267783084271
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Frzb",0.0068826498417218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Egr2",0.0068826498417218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Sema7a",0.0068826498417218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Mag",0.0068826498417218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Serpine2",0.0068826498417218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of sodium ion transport","Serpine2",0.00700268571871401
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of sodium ion transport","Fxyd3",0.00700268571871401
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Col1a1",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Frzb",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Egr2",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Nbl1",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Sema7a",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Mag",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Serpine2",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Chst2",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of biological process","Fxyd3",0.00736599490266238
"EXvsHFD","majorSC","Overlap_MS","richR_GO","gliogenesis","Egr2",0.00953263938574703
"EXvsHFD","majorSC","Overlap_MS","richR_GO","gliogenesis","Mag",0.00953263938574703
"EXvsHFD","majorSC","Overlap_MS","richR_GO","gliogenesis","Serpine2",0.00953263938574703
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nervous system development","Egr2",0.00963278092661127
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nervous system development","Cpe",0.00963278092661127
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nervous system development","Nbl1",0.00963278092661127
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nervous system development","Sema7a",0.00963278092661127
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nervous system development","Mag",0.00963278092661127
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nervous system development","Serpine2",0.00963278092661127
"EXvsHFD","majorSC","Overlap_MS","richR_GO","astrocyte differentiation","Mag",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","astrocyte differentiation","Serpine2",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neural crest cell differentiation","Frzb",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neural crest cell differentiation","Sema7a",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Mfap5",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Col1a1",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Frzb",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Egr2",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Cpe",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Nbl1",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Sema7a",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Mag",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental process","Serpine2",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of axon extension","Sema7a",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of axon extension","Mag",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to mechanical stimulus","Col1a1",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to mechanical stimulus","Mag",0.0104969450800927
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to external stimulus","Col1a1",0.010770307812198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to external stimulus","Mag",0.010770307812198
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nerve development","Egr2",0.010840749241094
"EXvsHFD","majorSC","Overlap_MS","richR_GO","nerve development","Serpine2",0.010840749241094
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Col1a1",0.0113970160605272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Frzb",0.0113970160605272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Cpe",0.0113970160605272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Nbl1",0.0113970160605272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Sema7a",0.0113970160605272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Serpine2",0.0113970160605272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","Wnt signaling pathway","Col1a1",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","Wnt signaling pathway","Frzb",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","Wnt signaling pathway","Cpe",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","central nervous system development","Egr2",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","central nervous system development","Sema7a",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","central nervous system development","Mag",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","central nervous system development","Serpine2",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of multicellular organismal process","Col1a1",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of multicellular organismal process","Egr2",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of multicellular organismal process","Sema7a",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of multicellular organismal process","Mag",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","positive regulation of multicellular organismal process","Serpine2",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","growth","Frzb",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","growth","Sema7a",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","growth","Mag",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","growth","Serpine2",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of extent of cell growth","Sema7a",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of extent of cell growth","Mag",0.0122447241358492
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hydrogen peroxide","Col1a1",0.0123594599204711
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hydrogen peroxide","Cpe",0.0123594599204711
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Egr2",0.0137349923750179
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Sema7a",0.0137349923750179
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Mag",0.0137349923750179
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ morphogenesis","Mfap5",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ morphogenesis","Col1a1",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ morphogenesis","Frzb",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","animal organ morphogenesis","Cpe",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon extension","Sema7a",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon extension","Mag",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signal transduction","Col1a1",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signal transduction","Frzb",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signal transduction","Cpe",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signal transduction","Nbl1",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signal transduction","Sema7a",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signal transduction","Serpine2",0.0139485823625048
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Mfap5",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Col1a1",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Frzb",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Egr2",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Cpe",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Nbl1",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Sema7a",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Mag",0.0152186227219218
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization","Serpine2",0.0152186227219218
