"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0051179",69,4555,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000007216,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000015800,10090.ENSMUSP00000018561,10090.ENSMUSP00000019231,10090.ENSMUSP00000021413,10090.ENSMUSP00000021603,10090.ENSMUSP00000021668,10090.ENSMUSP00000021950,10090.ENSMUSP00000022629,10090.ENSMUSP00000022977,10090.ENSMUSP00000026142,10090.ENSMUSP00000028239,10090.ENSMUSP00000028854,10090.ENSMUSP00000030164,10090.ENSMUSP00000030408,10090.ENSMUSP00000030626,10090.ENSMUSP00000031556,10090.ENSMUSP00000032185,10090.ENSMUSP00000032492,10090.ENSMUSP00000033824,10090.ENSMUSP00000033933,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000034472,10090.ENSMUSP00000034713,10090.ENSMUSP00000038063,10090.ENSMUSP00000039416,10090.ENSMUSP00000040019,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000041727,10090.ENSMUSP00000045608,10090.ENSMUSP00000048555,10090.ENSMUSP00000053371,10090.ENSMUSP00000054105,10090.ENSMUSP00000061877,10090.ENSMUSP00000065810,10090.ENSMUSP00000067027,10090.ENSMUSP00000068610,10090.ENSMUSP00000076933,10090.ENSMUSP00000080991,10090.ENSMUSP00000080994,10090.ENSMUSP00000080995,10090.ENSMUSP00000080996,10090.ENSMUSP00000081003,10090.ENSMUSP00000083101,10090.ENSMUSP00000084039,10090.ENSMUSP00000087457,10090.ENSMUSP00000095228,10090.ENSMUSP00000103129,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000105531,10090.ENSMUSP00000106851,10090.ENSMUSP00000107795,10090.ENSMUSP00000108261,10090.ENSMUSP00000108499,10090.ENSMUSP00000109608,10090.ENSMUSP00000119827,10090.ENSMUSP00000120904,10090.ENSMUSP00000120967,10090.ENSMUSP00000140536,10090.ENSMUSP00000156511,10090.ENSMUSP00000158705","Cav2,Col1a1,App,Ap2m1,Bmp7,Pttg1ip,Hspa8,Myo1b,Atp6ap1,Nfkbia,Fbln5,Npc2,Dbn1,Dpysl2,Sqle,Maged1,Gsn,Mal,Vcp,Mfsd2a,Tmem50a,Tmem106b,Slc6a6,Cd9,Lamp1,Saraf,Mt3,Slc27a1,Jam3,Ldlr,Dhcr24,Exoc3,Piezo2,Egr2,Slc7a5,Zdhhc2,Nbl1,Cpe,Cltb,Hepacam,Insig1,Rtn3,Ston1,Emc7,Arpc5,mt-Nd1,mt-Co2,mt-Atp8,mt-Atp6,mt-Cytb,Fxyd6,Bicd1,Itgb1,Pam,Syt11,Pmp22,Bcl2l1,Tmed9,Cadm3,Tmsb4x,Evi5,Chrdl1,Slc5a3,Apod,Tmed7,Ucp2,Erbin,Qk,Sptbn5",6.16e-06,0.00079,"Localization"
"Process","GO:0097435",18,562,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009789,10090.ENSMUSP00000018561,10090.ENSMUSP00000021603,10090.ENSMUSP00000021950,10090.ENSMUSP00000025409,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000030636,10090.ENSMUSP00000031565,10090.ENSMUSP00000031668,10090.ENSMUSP00000076933,10090.ENSMUSP00000087457,10090.ENSMUSP00000107795,10090.ENSMUSP00000114074,10090.ENSMUSP00000122863,10090.ENSMUSP00000140596","Col1a1,App,P4ha1,Myo1b,Fbln5,Dbn1,Lox,Vim,Gsn,Stmn1,Fscn1,Col1a2,Arpc5,Itgb1,Tmsb4x,Sgk1,Mfap5,Fat1",6.21e-06,0.00079,"Supramolecular fiber organization"
"Process","GO:0051239",52,3060,10090,"10090.ENSMUSP00000001507,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000018737,10090.ENSMUSP00000021413,10090.ENSMUSP00000021603,10090.ENSMUSP00000021950,10090.ENSMUSP00000022176,10090.ENSMUSP00000025409,10090.ENSMUSP00000026142,10090.ENSMUSP00000027682,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028389,10090.ENSMUSP00000030408,10090.ENSMUSP00000032492,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000042211,10090.ENSMUSP00000043597,10090.ENSMUSP00000048555,10090.ENSMUSP00000069024,10090.ENSMUSP00000071351,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000088833,10090.ENSMUSP00000098710,10090.ENSMUSP00000098969,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000102095,10090.ENSMUSP00000103129,10090.ENSMUSP00000108555,10090.ENSMUSP00000109608,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000122552,10090.ENSMUSP00000130077,10090.ENSMUSP00000132774,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000142770","Cyp51,Col1a1,App,Bmp7,Sparc,Nfkbia,Fbln5,Dbn1,Hmgcr,Lox,Maged1,Gpr37l1,Vim,Nr4a2,Frzb,Mfsd2a,Cd9,Mt3,Slc27a1,Ldlr,Sostdc1,Egr2,Slc7a5,Sema7a,Fa2h,Cpe,Sema5a,Elovl6,Nptn,Itgb1,Sema3g,Prnp,Iqsec1,Tmem176a,Sema6d,Sema3b,Mast2,Syt11,Cntf,Slc5a3,Hnrnpk,Sgk1,Apod,Ucp2,Dhrs3,Comt,Cd59a,Slit2,Mag,Erbin,Dag1,Fdps",6.36e-06,0.00081,"Regulation of multicellular organismal process"
"Process","GO:0071495",27,1133,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020308,10090.ENSMUSP00000021950,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000029766,10090.ENSMUSP00000031668,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000040230,10090.ENSMUSP00000041557,10090.ENSMUSP00000042457,10090.ENSMUSP00000045639,10090.ENSMUSP00000061877,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000105445,10090.ENSMUSP00000105980,10090.ENSMUSP00000108499,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000120967,10090.ENSMUSP00000134263,10090.ENSMUSP00000158312","Cav2,Col1a1,App,Bmp7,Ddit4,Dbn1,Vim,Nr4a2,Bcar3,Col1a2,Mt3,Slc27a1,Sostdc1,Slc7a5,Eef1a1,Klf9,Insig1,Prnp,Sesn1,Bcl2l1,Srsf5,Chrdl1,Hnrnpk,Sgk1,Ucp2,Slit2,Ndst1",6.75e-06,0.00085,"Cellular response to endogenous stimulus"
"Process","GO:1902531",35,1707,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001046,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000009435,10090.ENSMUSP00000018966,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000022176,10090.ENSMUSP00000023749,10090.ENSMUSP00000023807,10090.ENSMUSP00000026142,10090.ENSMUSP00000027682,10090.ENSMUSP00000029766,10090.ENSMUSP00000030636,10090.ENSMUSP00000032066,10090.ENSMUSP00000034211,10090.ENSMUSP00000042211,10090.ENSMUSP00000066880,10090.ENSMUSP00000069024,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000098710,10090.ENSMUSP00000105445,10090.ENSMUSP00000108555,10090.ENSMUSP00000112104,10090.ENSMUSP00000121266,10090.ENSMUSP00000125840,10090.ENSMUSP00000130636,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000158312","Cav2,S100a4,App,Bmp7,Pttg1ip,Sfrp5,Timp3,Ddit4,Hmgcr,Tmbim6,Igfbp6,Maged1,Gpr37l1,Bcar3,Stmn1,Tgfa,Mt3,Sema7a,Cadm4,Sema5a,Nptn,Itgb1,Prnp,Sesn1,Iqsec1,Bcl2l1,Cntf,Hnrnpk,Tab2,Eps8l1,Ranbp9,Slit2,Erbin,Dag1,Ndst1",6.83e-06,0.00085,"Regulation of intracellular signal transduction"
"Process","GO:1902904",10,175,10090,"10090.ENSMUSP00000015800,10090.ENSMUSP00000021950,10090.ENSMUSP00000028239,10090.ENSMUSP00000030636,10090.ENSMUSP00000034713,10090.ENSMUSP00000107795,10090.ENSMUSP00000111186,10090.ENSMUSP00000114074,10090.ENSMUSP00000134263,10090.ENSMUSP00000149803","Hspa8,Dbn1,Gsn,Stmn1,Ldlr,Tmsb4x,Mid1ip1,Sgk1,Slit2,Cryab",7.72e-06,0.00095,"Negative regulation of supramolecular fiber organization"
"Process","GO:0061024",21,755,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000007216,10090.ENSMUSP00000015800,10090.ENSMUSP00000021668,10090.ENSMUSP00000028239,10090.ENSMUSP00000028854,10090.ENSMUSP00000030408,10090.ENSMUSP00000032492,10090.ENSMUSP00000034211,10090.ENSMUSP00000038063,10090.ENSMUSP00000039416,10090.ENSMUSP00000043597,10090.ENSMUSP00000048519,10090.ENSMUSP00000056080,10090.ENSMUSP00000068610,10090.ENSMUSP00000087457,10090.ENSMUSP00000103129,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000105531,10090.ENSMUSP00000108499","Cav2,Ap2m1,Hspa8,Npc2,Gsn,Mal,Mfsd2a,Cd9,Mt3,Dhcr24,Exoc3,Fa2h,Degs1,Gldn,Emc7,Itgb1,Syt11,Pmp22,Bcl2l1,Tmed9,Chrdl1",8.49e-06,0.001,"Membrane organization"
"Process","GO:0010942",20,702,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000020234,10090.ENSMUSP00000020308,10090.ENSMUSP00000022176,10090.ENSMUSP00000026142,10090.ENSMUSP00000028239,10090.ENSMUSP00000028389,10090.ENSMUSP00000028854,10090.ENSMUSP00000032185,10090.ENSMUSP00000034211,10090.ENSMUSP00000042457,10090.ENSMUSP00000048519,10090.ENSMUSP00000080994,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000105445,10090.ENSMUSP00000120967,10090.ENSMUSP00000121203,10090.ENSMUSP00000134263","App,Bmp7,Timp3,Ddit4,Hmgcr,Maged1,Gsn,Frzb,Mal,Slc6a6,Mt3,Eef1a1,Degs1,mt-Co2,Itgb1,Prnp,Bcl2l1,Ucp2,Ctsd,Slit2",1e-05,0.0012,"Positive regulation of cell death"
"Process","GO:0019637",23,888,10090,"10090.ENSMUSP00000006557,10090.ENSMUSP00000015800,10090.ENSMUSP00000020027,10090.ENSMUSP00000020706,10090.ENSMUSP00000021990,10090.ENSMUSP00000022176,10090.ENSMUSP00000022529,10090.ENSMUSP00000024706,10090.ENSMUSP00000030164,10090.ENSMUSP00000032413,10090.ENSMUSP00000034267,10090.ENSMUSP00000044134,10090.ENSMUSP00000045441,10090.ENSMUSP00000052872,10090.ENSMUSP00000053558,10090.ENSMUSP00000071351,10090.ENSMUSP00000080991,10090.ENSMUSP00000080995,10090.ENSMUSP00000080996,10090.ENSMUSP00000103012,10090.ENSMUSP00000142770,10090.ENSMUSP00000153064,10090.ENSMUSP00000153671","Elovl1,Hspa8,Serinc1,Adcy1,Ptdss1,Hmgcr,Tkt,Pla2g7,Vcp,Etnk1,Slc27a1,Abhd4,Mboat1,Fasn,Abhd12,Elovl6,mt-Nd1,mt-Atp8,mt-Atp6,Acly,Fdps,Hmgcs1,Fdft1",9.54e-06,0.0012,"Organophosphate metabolic process"
"Process","GO:0048843",5,27,10090,"10090.ENSMUSP00000042211,10090.ENSMUSP00000069024,10090.ENSMUSP00000087643,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589","Sema7a,Sema5a,Sema3g,Sema6d,Sema3b",9.66e-06,0.0012,"Negative regulation of axon extension involved in axon guidance"
"Process","GO:0010001",11,227,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000027682,10090.ENSMUSP00000028062,10090.ENSMUSP00000028854,10090.ENSMUSP00000034211,10090.ENSMUSP00000041053,10090.ENSMUSP00000043597,10090.ENSMUSP00000104342,10090.ENSMUSP00000108555,10090.ENSMUSP00000139564,10090.ENSMUSP00000142109","App,Gpr37l1,Vim,Mal,Mt3,Egr2,Fa2h,Pmp22,Cntf,Mag,Dag1",1.2e-05,0.0014,"Glial cell differentiation"
"Process","GO:0010035",18,596,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000015800,10090.ENSMUSP00000020706,10090.ENSMUSP00000028166,10090.ENSMUSP00000028239,10090.ENSMUSP00000030164,10090.ENSMUSP00000034211,10090.ENSMUSP00000034214,10090.ENSMUSP00000034215,10090.ENSMUSP00000035498,10090.ENSMUSP00000081003,10090.ENSMUSP00000088833,10090.ENSMUSP00000095228,10090.ENSMUSP00000103129,10090.ENSMUSP00000120967,10090.ENSMUSP00000124305,10090.ENSMUSP00000149803","Col1a1,App,Hspa8,Adcy1,Nr4a2,Gsn,Vcp,Mt3,Mt2,Mt1,Fntb,mt-Cytb,Prnp,Pam,Syt11,Ucp2,Selenop,Cryab",1.34e-05,0.0016,"Response to inorganic substance"
"Process","GO:0032501",102,7908,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000005532,10090.ENSMUSP00000006557,10090.ENSMUSP00000009143,10090.ENSMUSP00000015800,10090.ENSMUSP00000018737,10090.ENSMUSP00000018966,10090.ENSMUSP00000019231,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021603,10090.ENSMUSP00000021822,10090.ENSMUSP00000021950,10090.ENSMUSP00000022176,10090.ENSMUSP00000022629,10090.ENSMUSP00000024706,10090.ENSMUSP00000024880,10090.ENSMUSP00000025409,10090.ENSMUSP00000026142,10090.ENSMUSP00000027682,10090.ENSMUSP00000027830,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000028239,10090.ENSMUSP00000028389,10090.ENSMUSP00000028854,10090.ENSMUSP00000029766,10090.ENSMUSP00000030408,10090.ENSMUSP00000030636,10090.ENSMUSP00000031411,10090.ENSMUSP00000031445,10090.ENSMUSP00000031556,10090.ENSMUSP00000031668,10090.ENSMUSP00000032066,10090.ENSMUSP00000032492,10090.ENSMUSP00000033824,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000034472,10090.ENSMUSP00000034713,10090.ENSMUSP00000038063,10090.ENSMUSP00000040019,10090.ENSMUSP00000040230,10090.ENSMUSP00000040405,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000042211,10090.ENSMUSP00000043597,10090.ENSMUSP00000045608,10090.ENSMUSP00000045639,10090.ENSMUSP00000048519,10090.ENSMUSP00000048555,10090.ENSMUSP00000052872,10090.ENSMUSP00000052912,10090.ENSMUSP00000053558,10090.ENSMUSP00000056080,10090.ENSMUSP00000058846,10090.ENSMUSP00000061877,10090.ENSMUSP00000065810,10090.ENSMUSP00000066314,10090.ENSMUSP00000067241,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000076224,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000087815,10090.ENSMUSP00000088833,10090.ENSMUSP00000095228,10090.ENSMUSP00000098710,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000102095,10090.ENSMUSP00000103129,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000105980,10090.ENSMUSP00000108499,10090.ENSMUSP00000108555,10090.ENSMUSP00000109608,10090.ENSMUSP00000112104,10090.ENSMUSP00000113540,10090.ENSMUSP00000114074,10090.ENSMUSP00000119827,10090.ENSMUSP00000120967,10090.ENSMUSP00000121266,10090.ENSMUSP00000121358,10090.ENSMUSP00000122552,10090.ENSMUSP00000122863,10090.ENSMUSP00000124305,10090.ENSMUSP00000130073,10090.ENSMUSP00000130077,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000140596,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803,10090.ENSMUSP00000151227,10090.ENSMUSP00000156511,10090.ENSMUSP00000158312","Col1a1,App,Nid1,Elovl1,Bmp7,Hspa8,Sparc,Sfrp5,Atp6ap1,Ddit4,Adcy1,Fbln5,Ogn,Dbn1,Hmgcr,Dpysl2,Pla2g7,Vit,Lox,Maged1,Gpr37l1,Slamf9,Vim,Nr4a2,Gsn,Frzb,Mal,Bcar3,Mfsd2a,Stmn1,Aldh2,Aacs,Tmem106b,Col1a2,Tgfa,Cd9,Lamp1,Mt3,Slc27a1,Jam3,Ldlr,Dhcr24,Piezo2,Sostdc1,Vwa1,Egr2,Slc7a5,Sema7a,Fa2h,Nbl1,Klf9,Degs1,Cpe,Fasn,Pdia6,Abhd12,Gldn,Aph1a,Insig1,Rtn3,Ppp4r2,Nav1,Sema5a,Aplp2,Zdhhc8,Nptn,Itgb1,Sema3g,Rai14,Prnp,Pam,Iqsec1,Sema6d,Sema3b,Mast2,Syt11,Pmp22,Bcl2l1,Srsf5,Chrdl1,Cntf,Slc5a3,Hnrnpk,Crtc3,Sgk1,Apod,Ucp2,Tab2,Ide,Dhrs3,Mfap5,Selenop,Cyp39a1,Comt,Slit2,Mag,Fat1,Dag1,Cryab,Arid5b,Qk,Ndst1",1.48e-05,0.0017,"Multicellular organismal process"
"Process","GO:1900273",5,30,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000020706,10090.ENSMUSP00000041727,10090.ENSMUSP00000082793,10090.ENSMUSP00000112104","App,Adcy1,Zdhhc2,Nptn,Hnrnpk",1.52e-05,0.0017,"Positive regulation of long-term synaptic potentiation"
"Process","GO:0045595",35,1782,10090,"10090.ENSMUSP00000001507,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000005532,10090.ENSMUSP00000009143,10090.ENSMUSP00000021413,10090.ENSMUSP00000021950,10090.ENSMUSP00000022629,10090.ENSMUSP00000025409,10090.ENSMUSP00000027682,10090.ENSMUSP00000028062,10090.ENSMUSP00000028389,10090.ENSMUSP00000032185,10090.ENSMUSP00000034211,10090.ENSMUSP00000034713,10090.ENSMUSP00000040230,10090.ENSMUSP00000041053,10090.ENSMUSP00000041557,10090.ENSMUSP00000042211,10090.ENSMUSP00000045608,10090.ENSMUSP00000061877,10090.ENSMUSP00000069024,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000087643,10090.ENSMUSP00000098969,10090.ENSMUSP00000099529,10090.ENSMUSP00000099589,10090.ENSMUSP00000107795,10090.ENSMUSP00000108555,10090.ENSMUSP00000114074,10090.ENSMUSP00000134263,10090.ENSMUSP00000139564,10090.ENSMUSP00000142109,10090.ENSMUSP00000142770","Cyp51,Col1a1,App,Nid1,Bmp7,Nfkbia,Dbn1,Dpysl2,Lox,Gpr37l1,Vim,Frzb,Slc6a6,Mt3,Ldlr,Sostdc1,Egr2,Slc7a5,Sema7a,Nbl1,Insig1,Sema5a,Nptn,Itgb1,Sema3g,Tmem176a,Sema6d,Sema3b,Tmsb4x,Cntf,Sgk1,Slit2,Mag,Dag1,Fdps",1.69e-05,0.0019,"Regulation of cell differentiation"
"Process","GO:0071417",18,610,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000028062,10090.ENSMUSP00000028166,10090.ENSMUSP00000029766,10090.ENSMUSP00000031668,10090.ENSMUSP00000034267,10090.ENSMUSP00000041557,10090.ENSMUSP00000061877,10090.ENSMUSP00000088833,10090.ENSMUSP00000097515,10090.ENSMUSP00000105445,10090.ENSMUSP00000105980,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000120967,10090.ENSMUSP00000134263","Cav2,Col1a1,App,Vim,Nr4a2,Bcar3,Col1a2,Slc27a1,Slc7a5,Insig1,Prnp,Sesn1,Bcl2l1,Srsf5,Hnrnpk,Sgk1,Ucp2,Slit2",1.81e-05,0.0021,"Cellular response to organonitrogen compound"
"Process","GO:0033993",23,935,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000009143,10090.ENSMUSP00000015800,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000021413,10090.ENSMUSP00000025409,10090.ENSMUSP00000026221,10090.ENSMUSP00000028062,10090.ENSMUSP00000031445,10090.ENSMUSP00000034713,10090.ENSMUSP00000041557,10090.ENSMUSP00000045639,10090.ENSMUSP00000061877,10090.ENSMUSP00000095228,10090.ENSMUSP00000112104,10090.ENSMUSP00000114074,10090.ENSMUSP00000120967,10090.ENSMUSP00000121266,10090.ENSMUSP00000134263,10090.ENSMUSP00000140536,10090.ENSMUSP00000142109,10090.ENSMUSP00000149803","Col1a1,Bmp7,Hspa8,Ddit4,Adcy1,Nfkbia,Lox,Scd2,Vim,Aacs,Ldlr,Slc7a5,Klf9,Insig1,Pam,Hnrnpk,Sgk1,Ucp2,Tab2,Slit2,Erbin,Dag1,Cryab",2.12e-05,0.0023,"Response to lipid"
"Process","GO:0060322",22,868,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000015800,10090.ENSMUSP00000020308,10090.ENSMUSP00000020706,10090.ENSMUSP00000022629,10090.ENSMUSP00000028166,10090.ENSMUSP00000030408,10090.ENSMUSP00000041053,10090.ENSMUSP00000042211,10090.ENSMUSP00000065810,10090.ENSMUSP00000069024,10090.ENSMUSP00000072428,10090.ENSMUSP00000087457,10090.ENSMUSP00000099529,10090.ENSMUSP00000112104,10090.ENSMUSP00000119827,10090.ENSMUSP00000124305,10090.ENSMUSP00000134263,10090.ENSMUSP00000151227,10090.ENSMUSP00000158312","Col1a1,App,Bmp7,Hspa8,Ddit4,Adcy1,Dpysl2,Nr4a2,Mfsd2a,Egr2,Sema7a,Rtn3,Sema5a,Aplp2,Itgb1,Sema6d,Hnrnpk,Apod,Selenop,Slit2,Arid5b,Ndst1",2.09e-05,0.0023,"Head development"
"Process","GO:0071276",5,32,10090,"10090.ENSMUSP00000015800,10090.ENSMUSP00000028239,10090.ENSMUSP00000034211,10090.ENSMUSP00000034214,10090.ENSMUSP00000034215","Hspa8,Gsn,Mt3,Mt2,Mt1",2.01e-05,0.0023,"Cellular response to cadmium ion"
"Process","GO:1900271",6,56,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000020706,10090.ENSMUSP00000041727,10090.ENSMUSP00000082793,10090.ENSMUSP00000088833,10090.ENSMUSP00000112104","App,Adcy1,Zdhhc2,Nptn,Prnp,Hnrnpk",2.09e-05,0.0023,"Regulation of long-term synaptic potentiation"
"Process","GO:0007610",20,747,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000020706,10090.ENSMUSP00000022176,10090.ENSMUSP00000028166,10090.ENSMUSP00000030408,10090.ENSMUSP00000031411,10090.ENSMUSP00000034713,10090.ENSMUSP00000040405,10090.ENSMUSP00000041053,10090.ENSMUSP00000053558,10090.ENSMUSP00000072428,10090.ENSMUSP00000076224,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000103129,10090.ENSMUSP00000104342,10090.ENSMUSP00000114074,10090.ENSMUSP00000124305,10090.ENSMUSP00000130077","App,Adcy1,Hmgcr,Nr4a2,Mfsd2a,Aldh2,Ldlr,Vwa1,Egr2,Abhd12,Aplp2,Zdhhc8,Nptn,Itgb1,Prnp,Syt11,Pmp22,Sgk1,Selenop,Comt",2.39e-05,0.0025,"Behavior"
"Process","GO:0019220",31,1505,10090,"10090.ENSMUSP00000000058,10090.ENSMUSP00000005406,10090.ENSMUSP00000009143,10090.ENSMUSP00000018966,10090.ENSMUSP00000020308,10090.ENSMUSP00000022176,10090.ENSMUSP00000025409,10090.ENSMUSP00000026142,10090.ENSMUSP00000029766,10090.ENSMUSP00000030164,10090.ENSMUSP00000030408,10090.ENSMUSP00000032066,10090.ENSMUSP00000034211,10090.ENSMUSP00000034267,10090.ENSMUSP00000034713,10090.ENSMUSP00000042211,10090.ENSMUSP00000042457,10090.ENSMUSP00000050189,10090.ENSMUSP00000066314,10090.ENSMUSP00000066880,10090.ENSMUSP00000072428,10090.ENSMUSP00000080994,10090.ENSMUSP00000082793,10090.ENSMUSP00000087457,10090.ENSMUSP00000088833,10090.ENSMUSP00000104342,10090.ENSMUSP00000105445,10090.ENSMUSP00000108555,10090.ENSMUSP00000121266,10090.ENSMUSP00000134263,10090.ENSMUSP00000142109","Cav2,App,Bmp7,Sfrp5,Ddit4,Hmgcr,Lox,Maged1,Bcar3,Vcp,Mfsd2a,Tgfa,Mt3,Slc27a1,Ldlr,Sema7a,Eef1a1,Ccni,Ppp4r2,Cadm4,Aplp2,mt-Co2,Nptn,Itgb1,Prnp,Pmp22,Bcl2l1,Cntf,Tab2,Slit2,Dag1",2.27e-05,0.0025,"Regulation of phosphate metabolic process"
"Process","GO:0036296",5,33,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000019231,10090.ENSMUSP00000041557,10090.ENSMUSP00000080996,10090.ENSMUSP00000081003","Col1a1,Atp6ap1,Slc7a5,mt-Atp6,mt-Cytb",2.3e-05,0.0025,"Response to increased oxygen levels"
"Process","GO:0042063",12,293,10090,"10090.ENSMUSP00000005406,10090.ENSMUSP00000027682,10090.ENSMUSP00000028062,10090.ENSMUSP00000028854,10090.ENSMUSP00000032492,10090.ENSMUSP00000034211,10090.ENSMUSP00000041053,10090.ENSMUSP00000043597,10090.ENSMUSP00000104342,10090.ENSMUSP00000108555,10090.ENSMUSP00000139564,10090.ENSMUSP00000142109","App,Gpr37l1,Vim,Mal,Cd9,Mt3,Egr2,Fa2h,Pmp22,Cntf,Mag,Dag1",2.4e-05,0.0025,"Gliogenesis"
