"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","28/1318","182/25730",0.153846153846154,3.00338508229252,6.30215606608138,1.90519130639293e-07,5.97753772380783e-06,4.01092906609039e-06,"Icam1/Tnfrsf12a/Siglec1/Serpine1/Mcl1/Tnfaip3/Itprip/Skil/Ddx3x/Il7/Lmna/Atf3/Vegfa/Klf4/Tlr4/Il1b/Nol3/Bcl10/Psen2/Agt/Igf1/Ptprc/Tnfsf14/Inhba/Itm2c/Stk4/Cd40lg/Agap2",28
"GO:0003002","regionalization","51/1318","461/25730",0.110629067245119,2.15970098650753,5.83807862439372,2.16216827849444e-07,6.74713376851264e-06,4.52732817346203e-06,"Bmp2/Arc/Btg2/Ror2/Sox17/Hoxa9/Spry1/Ets2/Snai1/Nkx3-1/Hoxa3/Drc1/Gja1/Enkur/Arl13b/Gli2/Hoxc10/Hoxa6/Hoxa5/Hoxa10/Six1/Chsy1/Tdrd6/Lrp2/Msx2/Hoxd3/Hoxa11/Hoxa2/Psen2/Hoxc6/Hoxc4/Hoxc5/Tgif1/Eomes/Tifab/Cdon/Hif1a/Smad6/Ttn/Hoxc11/Hes6/Hoxb3/Dmrt3/Asb2/Wnt3/Tbx6/Kat2a/Hoxd4/Vax2/Dnaaf1/Hoxd10",51
"GO:0007517","muscle organ development","45/1318","385/25730",0.116883116883117,2.28179256252094,5.88802224699405,2.35827055611567e-07,7.31003637892644e-06,4.90503594308337e-06,"Maff/Myc/Il6/Bmp2/Ybx3/Btg2/Homer1/Boc/Akirin1/Arid5b/Ephb1/Igf2/Skil/Tsc22d3/Gja1/Nr4a1/Mybpc3/Lmna/Atf3/Pkp2/Six1/Lif/Bcl9l/Lrp2/Xirp2/Cryab/Ryr1/Ppif/Eomes/Tifab/Stra6/Bin3/Cdon/Ttn/Chd7/Tmem182/Cntf/Usp2/Ankrd1/Asb2/Hmgcr/Tcf23/Hlx/Hspa8/Hoxd10",45
"GO:0070942","neutrophil mediated cytotoxicity","9/1318","20/25730",0.45,8.78490136570561,8.09253435789392,2.3754858459119e-07,7.31003637892644e-06,4.90503594308337e-06,"Trem1/Cxcl1/Nlrp6/Sell/Arg1/Ncf1/F2rl1/Dnase1/Cxcl5",9
"GO:0006364","rRNA processing","31/1318","217/25730",0.142857142857143,2.78885757641448,6.14882800406201,2.38054190063775e-07,7.31003637892644e-06,4.90503594308337e-06,"Ddx21/Rps17/Eif4a3/Isg20/Sde2/Nudt16/Mak16/Brix1/Ak6/Wdr43/Exosc4/Bysl/Nop2/Dcaf13/Gtpbp4/Utp3/Utp15/Pak1ip1/Tsr1/Ebna1bp2/Chd7/Wdr74/Lyar/Dkc1/Rrs1/Nol10/Imp4/Riok1/Dimt1/Rpf2/Rrp9",31
"GO:0034113","heterotypic cell-cell adhesion","15/1318","60/25730",0.25,4.88050075872534,6.99226600206632,2.44144073504303e-07,7.45737426635101e-06,5.00389969644018e-06,"Sell/Myadm/Tnfaip3/Cd200r1/Gcnt2/Il1rn/Lck/Pkp2/Klf4/Il1b/Itga5/Ctnna3/Ptprc/Skap1/Cd2",15
"GO:0002790","peptide secretion","42/1318","348/25730",0.120689655172414,2.35610381455706,5.91816565962565,2.47403133949766e-07,7.5171489068e-06,5.04400849271545e-06,"Ffar2/Il6/S100a8/Midn/Cacna1e/Glul/Il1rn/Slc9b2/Camp/Gja1/Per2/Trpv4/Irs2/F2rl1/Clcf1/Hfe/Alox5/Lif/Slc18a2/Trpm2/Pim3/Abcc8/Rab8b/Tfap2b/Il1b/Pfkfb2/Acsl4/Agt/Hif1a/Nadk/Chd7/Efna5/Kcnj11/Hmgcr/Gpr27/Drd2/Mafa/Acvr1c/Prkcb/Dio2/Sirt4/Adora1",42
"GO:0002791","regulation of peptide secretion","37/1318","288/25730",0.128472222222222,2.50803511212274,5.97997751735551,2.69183043899867e-07,8.13609273525618e-06,5.45931993139437e-06,"Ffar2/Il6/S100a8/Midn/Cacna1e/Glul/Slc9b2/Camp/Gja1/Per2/Irs2/F2rl1/Clcf1/Hfe/Alox5/Lif/Trpm2/Pim3/Abcc8/Rab8b/Tfap2b/Il1b/Pfkfb2/Acsl4/Agt/Hif1a/Nadk/Chd7/Efna5/Kcnj11/Hmgcr/Gpr27/Drd2/Acvr1c/Prkcb/Sirt4/Adora1",37
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","31/1318","219/25730",0.141552511415525,2.76338855745179,6.08939031782872,2.92845650709774e-07,8.80519761222671e-06,5.90828944414457e-06,"Icam1/Fpr2/Il6/Nampt/Bmp2/C5ar1/Dnajc27/Gcnt2/Tlr2/Htr2b/Abl2/Ripk2/Trpv4/Cxcr4/F2rl1/Bmper/Necab2/Vegfa/Tlr4/Il1b/Il1a/Gpr183/Igf1/Dusp15/Arrb2/Map3k12/Ptprc/Hmgcr/Inhba/Drd2/Glipr2",31
"GO:0045580","regulation of T cell differentiation","29/1318","197/25730",0.147208121827411,2.87379740107685,6.13440295906078,3.03462275018914e-07,9.07713841287146e-06,6.0907617783998e-06,"Il6/Zc3h12a/Nfkbiz/Loxl3/Adam8/Nlrp3/Irf1/Il1rl2/Pf4/Pik3r6/Ripk2/Zap70/Il7/Lck/Card11/Egr3/Vnn1/Gata3/Foxo3/Il4ra/H2-Oa/Sox12/Shb/Ptprc/Socs1/Pck1/Tespa1/Kat2a/Hlx",29
"GO:0050708","regulation of protein secretion","42/1318","351/25730",0.11965811965812,2.3359661751164,5.85570575824966,3.12788261723457e-07,9.307869252214e-06,6.24558221998004e-06,"Ffar2/Il6/Midn/Cacna1e/Glul/Tlr2/Slc9b2/Camp/Gja1/Slc12a2/Per2/Irs2/F2rl1/Pard6a/Alox5/Dph3/Trpm2/Pim3/Abcc8/Tlr4/Tfap2b/Il1b/Il1a/Pfkfb2/Acsl4/Agt/Prkcq/Hif1a/Igf1/Nadk/Adtrp/Ttn/Rab11fip1/Efna5/Ankrd1/Kcnj11/Hmgcr/Gpr27/Drd2/Acvr1c/Prkcb/Sirt4",42
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","22/1318","124/25730",0.17741935483871,3.46358118361153,6.38960966497452,3.15547473540334e-07,9.34182340896588e-06,6.26836546628031e-06,"Il6/Arid5a/Tmem106a/Lilra5/Adam8/Tlr2/Camp/Frmd8/Lrrk2/Ripk2/Mapkapk2/Abcc8/Tlr4/Ptafr/Il1a/Clec7a/Fcgr3/Mmp8/Ptprc/Ifngr1/Cd2/Tlr1",22
"GO:0019220","regulation of phosphate metabolic process","47/1318","415/25730",0.113253012048193,2.21092564491654,5.77856545816472,3.2528769807494e-07,9.58105041319707e-06,6.42888683628237e-06,"Myc/Nedd9/Zc3h12a/Gadd45a/Errfi1/Trib1/Fgr/Gprc5a/Samsn1/Cass4/Ereg/Hipk3/Ceacam1/Ldlr/Ier3/Htr2b/Birc3/Areg/Lyn/Pik3r6/Musk/Ripk2/Dnaja1/Syap1/Limch1/Vegfa/Tlr4/Nrbf2/Cep85/Ptafr/Bcl10/Fam20a/Mapk8ip1/Sdcbp/Pik3r5/Mfsd2a/Clec7a/Hif1a/Igf1/Gnb3/Plek/Efna5/Ptprc/Drd2/Sirt4/Adora1/Tlr1",47
"GO:0002369","T cell cytokine production","12/1318","39/25730",0.307692307692308,6.00677016458504,7.27054442623333,3.34473587249825e-07,9.75210110703658e-06,6.54366188771588e-06,"Il6/Arid5a/Arg1/Cd55/Nlrp3/Il18r1/Hfe/Gata3/Il1b/Il1r1/Sectm1a/Tnfrsf1b",12
"GO:0002724","regulation of T cell cytokine production","12/1318","39/25730",0.307692307692308,6.00677016458504,7.27054442623333,3.34473587249825e-07,9.75210110703658e-06,6.54366188771588e-06,"Il6/Arid5a/Arg1/Cd55/Nlrp3/Il18r1/Hfe/Gata3/Il1b/Il1r1/Sectm1a/Tnfrsf1b",12
"GO:0042742","defense response to bacterium","48/1318","430/25730",0.111627906976744,2.17920033877969,5.7296624923052,3.75090560029703e-07,1.08813959952335e-05,7.30141899449514e-06,"Trem1/Adamts4/Clec4e/Slc11a1/Fpr2/Nlrp6/Cebpb/Serpinb9/Fgr/Nfkbiz/Arg2/Pglyrp1/Pim1/C5ar1/Serpine1/Ncf1/Clec4d/Nlrp3/Stab1/Evpl/Tlr2/Camp/Myo1f/Lcn2/Bcl3/Nlrc4/Rasgrp4/Ripk2/F2rl1/Slc15a2/Muc5b/Ssc5d/Hck/Casp4/Fcer2a/Tlr4/Il1b/Anxa3/Emilin1/Seh1l/Cxcl5/Cd160/Gsdmc4/Mbl2/Nfkb1/H2-M3/Bpi/Mpo",48
"GO:0001932","regulation of protein phosphorylation","29/1318","199/25730",0.14572864321608,2.84491501513638,6.07066781151324,3.77064121391666e-07,1.08839558639704e-05,7.30313666695438e-06,"Nedd9/Zc3h12a/Gadd45a/Errfi1/Trib1/Fgr/Gprc5a/Samsn1/Cass4/Ereg/Hipk3/Ceacam1/Lyn/Pik3r6/Musk/Ripk2/Dnaja1/Syap1/Limch1/Vegfa/Tlr4/Cep85/Fam20a/Mapk8ip1/Pik3r5/Clec7a/Efna5/Ptprc/Tlr1",29
"GO:0106106","cold-induced thermogenesis","25/1318","156/25730",0.16025641025641,3.12852612738804,6.19597179593028,3.85960006263698e-07,1.10828896648407e-05,7.43662128905227e-06,"Ppargc1b/Cebpb/Slc25a44/Il18r1/Alpl/Kdm6b/Acsl1/Lcn2/Pctp/Gja1/Per2/Cxcr4/Hoxc10/Clstn3/Vegfa/Gpr3/Tlr4/Arrdc3/Il4ra/Igf2bp2/Adipor1/Tshr/Tle3/Dio2/Gadd45g",25
"GO:0061900","glial cell activation","15/1318","62/25730",0.241935483870968,4.72306525037936,6.81974215874535,3.87795550372046e-07,1.10828896648407e-05,7.43662128905227e-06,"Fpr2/Nampt/C5ar1/Tlr2/Ldlr/Lrrk2/Sphk1/Ifngr2/Tlr4/Il1b/Agt/Cntf/Mmp8/Ifngr1/Tlr1",15
"GO:0051174","regulation of phosphorus metabolic process","47/1318","418/25730",0.11244019138756,2.19505775751283,5.72375826076258,4.01140034577556e-07,1.14077902444149e-05,7.65462964607418e-06,"Myc/Nedd9/Zc3h12a/Gadd45a/Errfi1/Trib1/Fgr/Gprc5a/Samsn1/Cass4/Ereg/Hipk3/Ceacam1/Ldlr/Ier3/Htr2b/Birc3/Areg/Lyn/Pik3r6/Musk/Ripk2/Dnaja1/Syap1/Limch1/Vegfa/Tlr4/Nrbf2/Cep85/Ptafr/Bcl10/Fam20a/Mapk8ip1/Sdcbp/Pik3r5/Mfsd2a/Clec7a/Hif1a/Igf1/Gnb3/Plek/Efna5/Ptprc/Drd2/Sirt4/Adora1/Tlr1",47
"GO:0006970","response to osmotic stress","21/1318","117/25730",0.179487179487179,3.5039492626746,6.30747748063328,4.76116626525461e-07,1.34736337496642e-05,9.04081107127811e-06,"Ptgs2/Ybx3/Errfi1/Atp1a1/Tsc22d2/Nlrp3/Plk3/Tsc22d3/Slc12a2/Trpv4/Relb/Ddx3x/Dysf/Usp15/Slc12a6/Ryr1/Tifab/Agt/Slc12a5/Pck1/Clcn2",21
"GO:0032970","regulation of actin filament-based process","47/1318","421/25730",0.111638954869359,2.17941601577284,5.66941246102046,4.93340193236389e-07,1.38929411490423e-05,9.3221664241844e-06,"Csf3/Icam1/Rnd1/Nedd9/Atp1a1/Myadm/Stc1/Fgr/Cdc42ep4/Tlr2/Ssh2/Myo1f/Arpc5l/Gja1/Prex1/Sdc4/F2rl1/Gmfg/Evl/Limch1/Pkp2/Pde4b/Vasp/Hck/Vill/Was/Trpm2/Rhod/Hcls1/Sptb/Xirp2/Il1a/Cdk5r1/Asap3/Kcnj2/Ctnna3/Prkcq/Coro1a/Plek/Rac2/Efna5/Rhog/Frmd7/Bst1/Cotl1/Adora1/Arhgef26",47
"GO:0001959","regulation of cytokine-mediated signaling pathway","26/1318","169/25730",0.153846153846154,3.00338508229252,6.07136504197752,5.15269574969873e-07,1.44400546422382e-05,9.68927969284175e-06,"Il1r2/Il6/Nlrp6/Arg1/Padi2/Il1rn/Irf7/Irak3/Ripk2/Cxcr4/F2rl1/Il7/Ikbke/Casp4/Sphk1/Nol3/Cdk5r1/Birc7/Hif1a/Il1r1/Mmp8/Ptprc/Txk/Rbm47/Irak2/Cd300lf",26
"GO:0043269","regulation of monoatomic ion transport","52/1318","488/25730",0.10655737704918,2.08021343814523,5.59789932276121,5.29976984924273e-07,1.47804692462214e-05,9.91769796349517e-06,"Cxcl1/Icam1/Atp1b3/Ptgs2/Sgk1/Kcnj15/Atp1a1/Stc1/Lilra5/Serpine1/Vmp1/Homer1/Best1/Ace/Kcnj16/Lcn2/Lyn/Gja1/Dpp10/Grin2d/Atp2c2/Cxcr4/Tmc2/Car2/Dysf/Hfe/Slc31a2/Pde4b/Ubash3b/Fxyd6/Abcc8/Kcng3/Nol3/Ms4a2/Psen2/Kcng1/Ppif/Kcnj2/Agt/Igf1/Arrb2/Coro1a/Chd7/Usp2/Clec4b1/Kcnj11/Bdkrb1/Drd2/Kcnj5/Ctss/Adora1/Rgs7",52
"GO:0016072","rRNA metabolic process","34/1318","261/25730",0.130268199233716,2.54309618079175,5.82203458938493,5.85902758028286e-07,1.62616183754678e-05,1.0911549339798e-05,"Myc/Ddx21/Rps17/Eif4a3/Isg20/Sde2/Nudt16/Mak16/Brix1/Ak6/Wdr43/Exosc4/Bysl/Nop2/Polr1e/Dcaf13/Gtpbp4/Utp3/Utp15/Top1/Pak1ip1/Tsr1/Ebna1bp2/Chd7/Wdr74/Lyar/Dkc1/Rrs1/Nol10/Imp4/Riok1/Dimt1/Rpf2/Rrp9",34
"GO:0002673","regulation of acute inflammatory response","14/1318","56/25730",0.25,4.88050075872534,6.75464448261339,6.12775765946645e-07,1.6883522264539e-05,1.13288469797704e-05,"Ffar2/Il6/Ptgs2/C2cd4b/Adam8/Nlrp3/C2cd4a/Alox5ap/Dnase1/Ednrb/Fut7/Il1b/Fcgr3/Adora1",14
"GO:0032692","negative regulation of interleukin-1 production","12/1318","41/25730",0.292682926829268,5.71375698582479,7.01864046617242,6.14158959908748e-07,1.6883522264539e-05,1.13288469797704e-05,"Il1r2/Mefv/Zc3h12a/Errfi1/Nlrp12/Tnfaip3/Nlrp3/Serpinb1a/Nlrc3/Ceacam1/Igf1/Arrb2",12
"GO:0002228","natural killer cell mediated immunity","19/1318","100/25730",0.19,3.70918057663126,6.30712049604245,6.68748472691441e-07,1.82970849897995e-05,1.22773478648267e-05,"Fcgr4/Serpinb9/Il18rap/Stx11/Igf2/Ceacam1/Tap1/Rnf19b/Pik3r6/Rasgrp4/Clec12b/Rab27a/Clnk/Arrb2/Cd160/Coro1a/Cd96/H2-M3/Cd2",19
"GO:0002886","regulation of myeloid leukocyte mediated immunity","16/1318","73/25730",0.219178082191781,4.27879518573181,6.51838877847059,6.80040195092327e-07,1.85182643691887e-05,1.24257592747754e-05,"Cxcl1/Sell/Arg1/Fgr/Ddx21/Lyn/F2rl1/Dnase1/Ptafr/Ms4a2/Spi1/Il4ra/Stxbp2/Cxcl5/Fcgr3/Rac2",16
"GO:0050766","positive regulation of phagocytosis","18/1318","91/25730",0.197802197802198,3.86149510580467,6.35375757379057,7.04030212471284e-07,1.90815324722851e-05,1.28037122900634e-05,"Slc11a1/Fpr2/Ptx3/Sirpb1a/Cfp/Tlr2/F2rl1/Rab27a/C2/Il2rb/Clec7a/Fcgr3/Mbl2/Fcnb/Ptprc/Lyar/Hspa8/Cd300lf",18
"GO:0002709","regulation of T cell mediated immunity","22/1318","130/25730",0.169230769230769,3.30372359052177,6.11856447822978,7.32970038005037e-07,1.97730655579583e-05,1.3267731135556e-05,"Il6/Arid5a/Arg1/Cd55/Nlrp3/Il18r1/Ceacam1/Cd274/Hspd1/Hfe/Gata3/Was/Fut7/Il1b/Ywhag/Il1r1/Sectm1a/Ptprc/Azgp1/H2-M3/Tnfrsf1b/Hspa8",22
"GO:0038094","Fc-gamma receptor signaling pathway","8/1318","17/25730",0.470588235294118,9.18682495760064,7.84568863361417,7.45013154635556e-07,2.00044694963305e-05,1.34230032267263e-05,"Fcgr4/Clec4e/Clec4d/Lck/Fcer2a/Oscar/Fcgr3/Cd247",8
"GO:0009266","response to temperature stimulus","27/1318","184/25730",0.146739130434783,2.86464174968661,5.89807566193662,8.18920678476228e-07,2.18871716520521e-05,1.46862967679947e-05,"Ier5/Osm/Ephb1/Bag3/Dnajb1/Lyn/Trpv4/Dnaja1/Cxcr4/Hspd1/Eif2s1/Trpm2/Metrnl/Tlr4/Il1a/Hpcal4/Cryab/St8sia1/Agt/Igf1/Top1/Arrb2/Il1r1/Slc12a5/Hspa8/Slco1b2/Adora1",27
"GO:0030072","peptide hormone secretion","40/1318","339/25730",0.117994100294985,2.30348118405916,5.61348014373676,8.51850769947984e-07,2.26623709442844e-05,1.52064556556322e-05,"Ffar2/Il6/Midn/Cacna1e/Glul/Il1rn/Slc9b2/Camp/Gja1/Per2/Trpv4/Irs2/F2rl1/Clcf1/Hfe/Alox5/Lif/Slc18a2/Trpm2/Pim3/Abcc8/Rab8b/Tfap2b/Il1b/Pfkfb2/Acsl4/Agt/Hif1a/Nadk/Chd7/Efna5/Kcnj11/Hmgcr/Gpr27/Drd2/Mafa/Acvr1c/Prkcb/Dio2/Sirt4",40
"GO:0042113","B cell activation","39/1318","327/25730",0.119266055045872,2.32831228856622,5.61693037556227,8.88091278608984e-07,2.35181236303196e-05,1.57806658874025e-05,"Cdkn1a/Il6/Fosl2/Nfkbiz/Samsn1/Tnfaip3/Peli1/Siglecg/Themis2/Tfrc/Nfatc2/Lyn/Bcl3/Nfam1/Blnk/Irs2/Clcf1/Il7/Hspd1/Card11/Tlr4/Tnip2/Spi1/Lat2/Dnajb9/Shb/Batf/Gpr183/St3gal1/Ptprc/Tshr/Gimap1/Lax1/Onecut1/Bst1/Cd40lg/Prkcb/Pou2af1/Flt3l",39
"GO:0030100","regulation of endocytosis","42/1318","365/25730",0.115068493150685,2.2463674725092,5.57240384480462,8.93467085306221e-07,2.35524451300129e-05,1.58036956208935e-05,"Sele/Slc11a1/Fpr2/Arc/Fgr/Ptx3/Sirpb1a/Serpine1/Cfp/Tlr2/Lrrk2/Dnm1/Dlg4/F2rl1/Siglece/Dysf/Hfe/Necab2/Vegfa/Hck/Rab27a/C2/Sphk1/Il2rb/Lrp2/Plscr1/Ptpn1/Sdcbp/Clec7a/Fcgr3/Sh3gl3/Arrb2/Mbl2/Fcnb/Ptprc/Lyar/Pacsin2/Drd2/Hspa8/Rin3/Abca13/Cd300lf",42
"GO:0071214","cellular response to abiotic stimulus","45/1318","404/25730",0.111386138613861,2.17448053606575,5.52867019053946,9.13733494011043e-07,2.3868703443103e-05,1.60159050152924e-05,"Cdkn1a/Myc/Ptgs2/Ybx3/Gadd45a/Errfi1/Atp1a1/Ciita/Nlrp3/Gpr88/Rhob/Avpr1a/Irf1/Bag3/Bmf/Lcn2/Mmp3/Gja1/Trpv4/Sde2/Relb/Ddx3x/Dysf/Gata3/Eif2s1/Map2k3/Usp15/Tlr8/Tlr4/Slc24a2/Il1b/Bcl10/Cers1/Cryab/Slc12a6/Kcnj2/Tifab/Rpgr/Tnfsf14/Ankrd1/Nfkb1/Asic1/Pck1/Insrr/Clcn2",45
"GO:0104004","cellular response to environmental stimulus","45/1318","404/25730",0.111386138613861,2.17448053606575,5.52867019053946,9.13733494011043e-07,2.3868703443103e-05,1.60159050152924e-05,"Cdkn1a/Myc/Ptgs2/Ybx3/Gadd45a/Errfi1/Atp1a1/Ciita/Nlrp3/Gpr88/Rhob/Avpr1a/Irf1/Bag3/Bmf/Lcn2/Mmp3/Gja1/Trpv4/Sde2/Relb/Ddx3x/Dysf/Gata3/Eif2s1/Map2k3/Usp15/Tlr8/Tlr4/Slc24a2/Il1b/Bcl10/Cers1/Cryab/Slc12a6/Kcnj2/Tifab/Rpgr/Tnfsf14/Ankrd1/Nfkb1/Asic1/Pck1/Insrr/Clcn2",45
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","13/1318","50/25730",0.26,5.07572078907436,6.70284837068751,9.47462864127222e-07,2.46383023180471e-05,1.65323060217552e-05,"Il6/Nfkbiz/Cd55/Nlrp3/Irf1/Ripk2/Card11/Il4ra/Shb/Prkcq/Cd160/Socs1/Hlx",13
"GO:0032760","positive regulation of tumor necrosis factor production","21/1318","122/25730",0.172131147540984,3.36034478469614,6.07204539089341,9.75773920220534e-07,2.497510216762e-05,1.67582987914414e-05,"Il6/Arid5a/Tmem106a/Lilra5/Tlr2/Camp/Frmd8/Lrrk2/Ripk2/Mapkapk2/Abcc8/Tlr4/Ptafr/Il1a/Clec7a/Fcgr3/Mmp8/Ptprc/Ifngr1/Cd2/Tlr1",21
"GO:0042542","response to hydrogen peroxide","21/1318","122/25730",0.172131147540984,3.36034478469614,6.07204539089341,9.75773920220534e-07,2.497510216762e-05,1.67582987914414e-05,"Il6/Nr4a3/Ppp1r15b/Il18rap/Tnfaip3/Sod2/Dusp1/Rhob/Kdm6b/Lcn2/Areg/Lck/Sphk1/Ern1/Trpm2/Klf4/Cryab/Ppif/Txn1/Cyp11a1/Hspa8",21
"GO:0071887","leukocyte apoptotic process","24/1318","153/25730",0.156862745098039,3.06227498586688,5.94476875524535,9.75935168503597e-07,2.497510216762e-05,1.67582987914414e-05,"Cxcr2/Myc/Il6/Bcl2a1a/Nr4a3/Serpinb9/Nfkbiz/Siglec1/Arg2/Adam8/Lyn/Bcl3/Tsc22d3/Irs2/Cd274/Hcls1/Bcl10/Hsh2d/Birc7/Bcl11b/Prkcq/Hif1a/St3gal1/Cd3g",24
"GO:0050878","regulation of body fluid levels","44/1318","392/25730",0.112244897959184,2.19124523861138,5.52237028298131,9.77719225685452e-07,2.497510216762e-05,1.67582987914414e-05,"Il6/Nlrp6/Plaur/Socs2/Fosl2/Thbd/Serpine1/F5/Slc22a4/Tubb1/Ceacam1/Prrg4/Pf4/Lyn/Hk2/Gja1/Trpv4/Tfpi2/F2rl1/Hsd11b2/Plat/Evl/Vegfa/Gla/Ubash3b/Rab27a/Ednrb/P2ry2/Tlr4/Chuk/Emilin1/Tifab/Prkcq/Hif1a/Adtrp/Plek/Gna13/Il6ra/Drd2/Plau/Cd40lg/Nme1/Pear1/Adora1",44
"GO:0038093","Fc receptor signaling pathway","9/1318","23/25730",0.391304347826087,7.63904466583097,7.40135589289705,1.00493085567505e-06,2.55571181930046e-05,1.7148831666516e-05,"Fcgr4/Clec4e/Nr4a3/Clec4d/Lck/Fcer2a/Oscar/Fcgr3/Cd247",9
"GO:0006816","calcium ion transport","50/1318","472/25730",0.105932203389831,2.06800879607006,5.44143978170569,1.03733263534527e-06,2.62654443151239e-05,1.76241186429852e-05,"Icam1/Ptgs2/Slc25a25/Stc1/Lilra5/Serpine1/Homer1/Cacna1e/Cyp27b1/Best1/Ace/Hoxa3/Panx1/Htr2b/Lyn/Ano9/Gja1/Grin2d/Trpv4/Atp2c2/Cxcr4/Tmc2/Lck/Dysf/Pde4b/Ubash3b/Ednrb/Trpm2/Slc24a2/Plch2/Hspa9/Nol3/Ms4a2/Psen2/Ryr1/Agt/Camk2b/Igf1/Arrb2/Coro1a/Chd7/Usp2/Ptprc/Clec4b1/Chrna10/Asic1/Bdkrb1/Drd2/Trpm6/Prkcb",50
"GO:0002275","myeloid cell activation involved in immune response","20/1318","113/25730",0.176991150442478,3.45522177608874,6.07761650624002,1.11596377393099e-06,2.81330081524176e-05,1.88772543694142e-05,"Nr4a3/Fgr/Stx11/Myo1f/Lyn/F2rl1/Ptgdr/Sbno2/Dysf/Dnase1/Slc18a2/Ptafr/Anxa3/Ms4a2/Spi1/Il4ra/Lat2/Clnk/Stxbp2/Rac2",20
"GO:1990845","adaptive thermogenesis","26/1318","176/25730",0.147727272727273,2.88393226651952,5.82719633665575,1.14193734143773e-06,2.86626272700869e-05,1.92326289084249e-05,"Ppargc1b/Cebpb/Slc25a44/Il18r1/Alpl/Kdm6b/Acsl1/Lcn2/Pctp/Gja1/Per2/Trpv4/Cxcr4/Hoxc10/Clstn3/Vegfa/Gpr3/Tlr4/Arrdc3/Il4ra/Igf2bp2/Adipor1/Tshr/Tle3/Dio2/Gadd45g",26
"GO:0080164","regulation of nitric oxide metabolic process","17/1318","85/25730",0.2,3.90440060698027,6.23206691749208,1.2117759968032e-06,3.01645300668504e-05,2.02404059999835e-05,"Icam1/Il6/Ptgs2/Zc3h12a/Tmem106a/Ptx3/Sirpb1a/Sod2/Tlr2/Gla/Klf4/Tlr4/Il1b/Agt/Clec7a/Igf1/H2-M3",17
"GO:0030890","positive regulation of B cell proliferation","13/1318","51/25730",0.254901960784314,4.97619685203368,6.60436990181434,1.21222431586858e-06,3.01645300668504e-05,2.02404059999835e-05,"Cdkn1a/Peli1/Tfrc/Nfatc2/Irs2/Clcf1/Il7/Card11/Tlr4/Gpr183/Ptprc/Bst1/Cd40lg",13
"GO:0045766","positive regulation of angiogenesis","27/1318","188/25730",0.143617021276596,2.8036919252252,5.76741647054648,1.25716379448306e-06,3.11485261182434e-05,2.09006675567999e-05,"Cxcr2/Lrg1/Zc3h12a/Ccr3/C5ar1/Serpine1/Rhob/Camp/Igf2/C6/Btg1/Hk2/Pik3r6/Cxcr4/Adam12/Bmper/Vegfa/Vash2/Sphk1/Klf4/Il1b/Anxa3/Il1a/Itga5/Emilin1/Hif1a/Prkcb",27
"GO:0050866","negative regulation of cell activation","31/1318","234/25730",0.132478632478632,2.58624826530745,5.66383433095652,1.26391441312863e-06,3.11819568674854e-05,2.09230995965513e-05,"Arg1/Zc3h12a/Cebpb/Fgr/Arg2/Pglyrp1/Loxl3/Samsn1/Tnfaip3/Peli1/Irf1/Clec12a/Ceacam1/Ldlr/Pf4/Lyn/Gnrh1/Sdc4/Cd274/Hfe/Ubash3b/Il4ra/Clnk/Emilin1/Ywhag/Socs1/Lax1/Bpi/Hlx/Cd300lf/Rassf5",31
"GO:0035743","CD4-positive, alpha-beta T cell cytokine production","8/1318","18/25730",0.444444444444444,8.6764457932895,7.57000189710857,1.28063002658103e-06,3.13974941496575e-05,2.10677251580843e-05,"Il6/Arid5a/Arg1/Nlrp3/Il18r1/Gata3/Il1b/Il1r1",8
"GO:0045055","regulated exocytosis","34/1318","270/25730",0.125925925925926,2.45832630809869,5.59725213793966,1.28529431060818e-06,3.13974941496575e-05,2.10677251580843e-05,"Fcgr4/Nr4a3/Fgr/Stx11/Cacna1e/Rab5a/Myo1f/Ceacam1/Lrrk2/Lyn/F2rl1/Ptgdr/Rab27a/Slc18a2/P2ry2/Ptafr/Anxa3/Ms4a2/Spi1/Il4ra/Lat2/Clnk/Stxbp2/Rph3a/Slc4a8/Rab3d/Cd160/Coro1a/Plek/Rims1/Rab11fip1/Rac2/Syt8/Prkcb",34
"GO:0070227","lymphocyte apoptotic process","20/1318","114/25730",0.175438596491228,3.42491281314059,6.02920949849414,1.28896693460399e-06,3.13974941496575e-05,2.10677251580843e-05,"Myc/Bcl2a1a/Serpinb9/Nfkbiz/Siglec1/Arg2/Adam8/Lyn/Bcl3/Tsc22d3/Irs2/Cd274/Bcl10/Hsh2d/Birc7/Bcl11b/Prkcq/Hif1a/St3gal1/Cd3g",20
